Name;Coord;Winner;Fitness;Score;GameTime;ConquerRadius;AttackMinLife;SupportRadius;SupportMaxCap;SupportMinCap;SupportTownRatio
EA58;<3468, 5, 958>;True;340;340;507;1581;5;2068;85;89;35
EA48;<3468, 5, 958>;True;815;815;890;1441;10;544;64;8;70
EA39;<3468, 5, 958>;False;669;670;1045;1414;12;455;72;24;67
EA43;<3468, 5, 958>;False;190;190;806;1643;12;1264;52;71;56
EA40;<3468, 5, 958>;True;785;785;984;1516;5;1585;43;88;22
EA38;<3468, 5, 958>;True;375;375;588;1521;5;1674;40;88;21
EA25;<3468, 5, 958>;False;70;70;688;1714;9;2208;72;37;45
EA16;<3468, 5, 958>;False;110;110;719;1414;12;455;72;24;67
EA14;<3468, 5, 958>;True;425;425;731;1656;12;1227;52;74;56
EA12;<3468, 5, 958>;True;380;380;652;1535;10;1195;65;66;52
EA199;<3468, 5, 958>;False;160;160;790;1476;12;204;92;86;49
EA183;<3468, 5, 958>;True;500;500;931;1482;12;142;97;99;46
EA178;<3468, 5, 958>;False;295;295;909;1622;11;896;77;90;50
EA182;<3468, 5, 958>;True;295;295;597;1531;9;1122;74;56;53
EA174;<3468, 5, 958>;False;140;140;835;1612;13;100;84;100;58
EA176;<3468, 5, 958>;True;340;340;558;1521;5;1674;40;88;21
EA175;<3468, 5, 958>;False;95;95;642;1781;9;1761;57;94;41
EA169;<3468, 5, 958>;False;80;80;677;1512;9;880;58;28;54
EA170;<3468, 5, 958>;True;335;335;675;1839;12;2553;93;5;62
EA151;<3468, 5, 958>;True;360;360;721;1651;13;708;77;85;57
EA146;<3468, 5, 958>;True;320;320;699;1594;12;1410;44;70;52
EA124;<3468, 5, 958>;True;475;475;957;1688;13;690;81;100;56
EA111;<3468, 5, 958>;False;304;305;1065;1502;9;1222;73;42;56
EA112;<3468, 5, 958>;True;315;315;732;1639;12;1204;55;73;55
EA109;<3468, 5, 958>;False;190;190;793;1656;12;1227;52;74;56
EA110;<3468, 5, 958>;False;300;300;793;1462;10;100;100;100;31
EA106;<3468, 5, 958>;True;295;295;604;1699;6;1990;79;58;47
EA41;<3468, 5, 958>;True;300;300;619;1688;10;1347;67;93;47
EA30;<3468, 5, 958>;False;339;340;1128;1595;12;1410;45;70;53
EA20;<3468, 5, 958>;False;140;140;700;1487;12;100;98;99;46
EA19;<3468, 5, 958>;True;360;360;727;1622;13;564;84;96;54
EA18;<3468, 5, 958>;True;300;300;582;1839;12;2553;93;5;62
EA10;<3468, 5, 958>;True;395;395;740;1509;9;1237;75;49;54
EA13;<3468, 5, 958>;False;150;150;734;1471;9;791;59;37;54
EA187;<3468, 5, 958>;False;190;190;810;1539;13;400;79;100;47
EA173;<3468, 5, 958>;True;340;340;711;1619;12;763;73;86;55
EA165;<3468, 5, 958>;False;414;415;1070;1622;13;564;84;96;54
EA168;<3468, 5, 958>;True;340;340;760;1656;12;1227;52;74;56
EA147;<3468, 5, 958>;False;604;605;1240;1480;13;385;89;89;60
EA141;<3468, 5, 958>;True;420;420;814;1602;10;1088;76;74;48
EA138;<3468, 5, 958>;False;60;60;673;1845;5;2485;83;73;41
EA135;<3468, 5, 958>;True;355;355;681;1627;10;1131;67;82;50
EA126;<3468, 5, 958>;True;460;460;828;1619;12;763;73;86;55
EA118;<3468, 5, 958>;False;180;180;833;1655;10;1242;75;82;48
EA113;<3468, 5, 958>;True;440;440;748;1541;10;991;77;61;54
EA107;<3468, 5, 958>;False;60;60;593;1618;10;990;69;84;50
EA78;<3468, 5, 958>;False;295;295;927;1478;12;319;90;87;56
EA85;<3468, 5, 958>;True;400;400;645;1521;5;1674;40;88;21
EA66;<3468, 5, 958>;False;120;120;827;1619;12;1002;83;71;53
EA51;<3468, 5, 958>;True;300;300;640;1636;11;1048;79;87;48
EA37;<3468, 5, 958>;False;669;670;1126;1519;6;1626;45;82;22
EA42;<3468, 5, 958>;True;370;370;722;1619;12;763;73;86;55
EA5;<3468, 5, 958>;False;150;150;829;1538;8;1153;69;46;51
EA186;<3468, 5, 958>;False;509;510;1013;1530;13;397;80;98;48
EA192;<3468, 5, 958>;True;240;240;542;1561;7;1592;82;84;39
EA180;<3468, 5, 958>;False;235;235;915;1480;13;385;89;89;60
EA154;<3468, 5, 958>;True;939;940;1255;1583;8;1342;79;84;46
EA139;<3468, 5, 958>;False;524;525;1343;1476;12;204;92;86;49
EA132;<3468, 5, 958>;True;260;260;536;1758;11;1881;95;32;59
EA117;<3468, 5, 958>;False;559;560;1215;1788;11;2504;64;25;57
EA115;<3468, 5, 958>;False;245;245;862;1521;5;1674;40;88;21
EA88;<3468, 5, 958>;True;390;390;736;1596;9;1802;53;66;49
EA82;<3468, 5, 958>;True;300;300;592;1541;10;991;77;61;54
EA65;<3468, 5, 958>;True;455;455;723;1541;10;991;77;61;54
EA61;<3468, 5, 958>;True;410;410;754;1532;9;1254;69;51;54
EA32;<3468, 5, 958>;False;350;350;950;1666;12;1620;77;59;52
EA26;<3468, 5, 958>;False;230;230;820;1487;12;100;98;99;46
EA28;<3468, 5, 958>;True;415;415;663;1521;5;1674;40;88;21
EA23;<3468, 5, 958>;True;320;320;658;1590;12;2039;16;25;71
EA7;<3468, 5, 958>;False;469;470;1017;1788;12;1330;66;38;63
EA3;<3468, 5, 958>;False;180;180;847;1487;12;100;98;99;46
EA196;<3468, 5, 958>;True;340;340;643;1614;10;904;73;93;46
EA177;<3468, 5, 958>;True;340;340;711;1585;12;1734;34;40;65
EA171;<3468, 5, 958>;False;330;330;980;1476;12;204;92;86;49
EA166;<3468, 5, 958>;False;245;245;758;1608;11;770;68;90;47
EA162;<3468, 5, 958>;True;400;400;773;1839;12;2553;93;5;62
EA160;<3468, 5, 958>;False;320;320;951;1839;12;2553;93;5;62
EA163;<3468, 5, 958>;True;275;275;677;1586;8;1591;83;86;42
EA161;<3468, 5, 958>;True;355;355;640;1507;7;1114;63;91;31
EA158;<3468, 5, 958>;False;60;60;680;1597;10;1703;49;54;53
EA157;<3468, 5, 958>;True;280;280;602;1635;12;2619;5;5;79
EA155;<3468, 5, 958>;False;55;55;674;1487;12;100;98;99;46
EA149;<3468, 5, 958>;False;409;410;1119;1647;10;1306;78;76;49
EA153;<3468, 5, 958>;False;115;115;742;1476;11;218;91;85;49
EA74;<3468, 5, 958>;False;70;70;670;1471;9;622;67;23;65
EA62;<3468, 5, 958>;False;409;410;1111;1544;12;563;97;81;48
EA67;<3468, 5, 958>;False;200;200;728;1513;5;1518;45;88;23
EA64;<3468, 5, 958>;False;250;250;773;1495;5;1967;22;100;0
EA59;<3468, 5, 958>;False;40;40;691;1476;9;1039;71;34;57
EA54;<3468, 5, 958>;False;105;105;766;1502;9;1222;73;42;56
EA49;<3468, 5, 958>;True;320;320;575;1521;5;1674;40;88;21
EA36;<3468, 5, 958>;False;195;195;753;1631;9;1693;67;68;41
EA21;<3468, 5, 958>;True;315;315;631;1521;5;1674;40;88;21
EA152;<3468, 5, 958>;False;25;25;572;1515;9;1162;77;54;52
EA140;<3468, 5, 958>;True;355;355;679;1628;7;2239;52;71;45
EA127;<3468, 5, 958>;True;445;445;784;1635;12;588;70;92;51
EA122;<3468, 5, 958>;False;484;485;1071;1553;10;864;69;40;56
EA102;<3468, 5, 958>;False;354;355;1046;1589;8;1430;83;87;44
EA100;<3468, 5, 958>;True;385;385;762;1648;12;723;72;50;67
EA87;<3468, 5, 958>;False;140;140;748;1487;12;100;98;99;46
EA68;<3468, 5, 958>;False;165;165;860;1619;12;1002;83;71;53
EA72;<3468, 5, 958>;True;340;340;523;1521;5;1674;40;88;21
EA60;<3468, 5, 958>;False;165;165;973;1687;10;1342;67;92;47
EA52;<3468, 5, 958>;True;425;425;779;1606;10;668;84;70;55
EA46;<3468, 5, 958>;False;444;445;1008;1482;12;142;97;99;46
EA44;<3468, 5, 958>;False;165;165;744;1688;10;1347;67;93;47
EA45;<3468, 5, 958>;True;320;320;592;1780;11;2171;94;19;57
EA198;<3468, 5, 958>;False;55;55;657;1535;6;1515;50;84;26
EA188;<3468, 5, 958>;True;240;240;520;1594;10;1211;69;66;50
EA173;<3468, 5, 958>;False;294;295;1007;1535;10;1195;65;66;52
EA175;<3468, 5, 958>;False;125;125;752;1485;9;980;63;67;52
EA162;<3468, 5, 958>;False;235;235;905;1622;13;564;84;96;54
EA165;<3468, 5, 958>;True;280;280;583;1610;12;112;83;99;57
EA156;<3468, 5, 958>;True;315;315;632;1853;12;2859;64;26;56
EA151;<3468, 5, 958>;False;160;160;725;1448;11;575;65;8;70
EA145;<3468, 5, 958>;False;260;260;962;1612;13;100;84;100;58
EA135;<3468, 5, 958>;True;360;360;744;1640;12;770;74;62;61
EA134;<3468, 5, 958>;True;335;335;682;1619;12;1002;83;71;53
EA123;<3468, 5, 958>;False;419;420;1085;1515;11;457;88;83;49
EA121;<3468, 5, 958>;True;355;355;767;1656;12;1227;52;74;56
EA119;<3468, 5, 958>;True;425;425;840;1509;9;1237;75;49;54
EA112;<3468, 5, 958>;True;300;300;741;1702;10;2455;19;47;53
EA105;<3468, 5, 958>;True;375;375;726;1545;9;1159;77;56;53
EA84;<3468, 5, 958>;False;300;300;974;1487;12;100;98;99;46
EA85;<3468, 5, 958>;True;420;420;775;1541;10;1148;66;68;51
EA83;<3468, 5, 958>;True;340;340;622;1545;10;829;77;61;57
EA82;<3468, 5, 958>;True;335;335;604;1511;10;776;61;21;59
EA76;<3468, 5, 958>;False;25;25;536;1688;10;1347;67;93;47
EA68;<3468, 5, 958>;False;75;75;655;1519;6;1626;45;82;22
EA58;<3468, 5, 958>;True;280;280;629;1684;12;906;77;59;57
EA50;<3468, 5, 958>;True;425;425;766;1630;12;694;74;96;49
EA46;<3468, 5, 958>;True;435;435;817;1590;10;1237;77;61;52
EA48;<3468, 5, 958>;False;25;25;505;1565;10;1705;42;37;62
EA31;<3468, 5, 958>;True;380;380;591;1516;5;1585;43;88;22
EA19;<3468, 5, 958>;False;225;225;844;1545;9;1159;77;56;53
EA25;<3468, 5, 958>;True;335;335;683;1541;10;991;77;61;54
EA4;<3468, 5, 958>;True;355;355;731;1595;12;1410;45;70;53
EA10;<3468, 5, 958>;True;355;355;729;1839;12;2553;93;5;62
EA6;<3468, 5, 958>;True;300;300;475;1556;7;1344;51;87;33
EA146;<3468, 5, 958>;True;469;470;1127;1598;10;637;72;91;47
EA149;<3468, 5, 958>;True;485;485;955;1508;7;1281;51;66;38
EA136;<3468, 5, 958>;True;395;395;696;1839;12;2553;93;5;62
EA129;<3468, 5, 958>;True;425;425;827;1564;12;415;81;94;50
EA125;<3468, 5, 958>;False;70;70;631;1583;8;1342;79;84;46
EA115;<3468, 5, 958>;True;395;395;722;1552;9;1168;77;59;53
EA107;<3468, 5, 958>;False;55;55;609;1688;10;1347;67;93;47
EA103;<3468, 5, 958>;True;260;260;520;1681;11;1806;66;68;48
EA92;<3468, 5, 958>;False;385;385;908;1446;11;508;74;26;61
EA74;<3468, 5, 958>;False;285;285;828;1460;9;567;72;76;51
EA64;<3468, 5, 958>;False;444;445;1155;1619;12;1002;83;71;53
EA72;<3468, 5, 958>;True;260;260;585;1622;13;564;84;96;54
EA62;<3468, 5, 958>;True;519;520;1023;1585;12;1734;34;40;65
EA61;<3468, 5, 958>;False;125;125;757;1640;12;770;74;62;61
EA16;<3468, 5, 958>;True;335;335;624;1507;7;1114;63;91;31
EA7;<3468, 5, 958>;False;375;375;996;1636;11;1048;79;87;48
EA5;<3468, 5, 958>;True;375;375;696;1507;7;1114;63;91;31
EA14;<3468, 5, 958>;True;295;295;616;1780;11;2171;94;19;57
EA187;<3468, 5, 958>;True;300;300;587;1571;8;1331;77;63;50
EA181;<3468, 5, 958>;True;315;315;699;1535;10;1195;65;66;52
EA172;<3468, 5, 958>;True;510;510;946;1480;13;385;89;89;60
EA163;<3468, 5, 958>;True;709;710;1147;1619;12;1002;83;71;53
EA152;<3468, 5, 958>;False;320;320;875;1486;10;236;99;94;36
EA153;<3468, 5, 958>;True;340;340;657;1620;11;947;77;95;47
EA141;<3468, 5, 958>;False;240;240;934;1462;10;100;100;100;31
EA144;<3468, 5, 958>;True;465;465;791;1639;12;1204;55;73;55
EA124;<3468, 5, 958>;True;445;445;890;1788;11;2504;64;25;57
EA104;<3468, 5, 958>;True;440;440;731;1627;10;1131;67;82;50
EA54;<3468, 5, 958>;True;320;320;594;1566;11;704;74;86;44
EA39;<3468, 5, 958>;True;624;625;1408;1651;13;708;77;85;57
EA53;<3468, 5, 958>;True;375;375;701;1509;9;1237;75;49;54
EA35;<3468, 5, 958>;True;320;320;781;1545;7;1295;65;38;51
EA18;<3468, 5, 958>;True;375;375;831;1614;10;904;73;93;46
EA17;<3468, 5, 958>;True;415;415;746;1462;10;100;100;100;31
EA12;<3468, 5, 958>;False;160;160;881;1617;10;987;78;89;49
EA1;<3468, 5, 958>;True;160;160;669;1572;5;2922;5;100;0
EA197;<3468, 5, 958>;False;265;265;879;1480;13;385;89;89;60
EA193;<3468, 5, 958>;False;110;110;799;1547;9;1148;77;57;52
EA196;<3468, 5, 958>;True;280;280;590;1651;13;708;77;85;57
EA195;<3468, 5, 958>;True;280;280;593;1780;11;2171;94;19;57
EA182;<3468, 5, 958>;True;525;525;792;1521;11;549;88;81;49
EA177;<3468, 5, 958>;False;384;385;1030;1480;13;385;89;89;60
EA176;<3468, 5, 958>;False;415;415;997;1535;10;1195;65;66;52
EA178;<3468, 5, 958>;False;255;255;862;1555;9;1137;66;74;48
EA174;<3468, 5, 958>;True;335;335;700;1839;12;2553;93;5;62
EA166;<3468, 5, 958>;False;195;195;884;1599;13;504;73;91;53
EA164;<3468, 5, 958>;False;170;170;761;1462;10;100;100;100;31
EA159;<3468, 5, 958>;False;270;270;828;1512;5;1594;42;90;19
EA158;<3468, 5, 958>;True;375;375;601;1521;5;1674;40;88;21
EA147;<3468, 5, 958>;False;190;190;833;1476;12;204;92;86;49
EA140;<3468, 5, 958>;False;230;230;894;1602;10;1088;76;74;48
EA132;<3468, 5, 958>;False;474;475;1043;1581;5;2068;85;89;35
EA139;<3468, 5, 958>;True;340;340;642;1636;11;1048;79;87;48
EA122;<3468, 5, 958>;False;310;310;823;1476;12;204;92;86;49
EA120;<3468, 5, 958>;True;355;355;804;1619;12;763;73;86;55
EA101;<3468, 5, 958>;True;300;300;583;1581;5;2068;85;89;35
EA97;<3468, 5, 958>;True;360;360;755;1544;12;563;97;81;48
EA90;<3468, 5, 958>;True;420;420;786;1509;9;1237;75;49;54
EA78;<3468, 5, 958>;False;415;415;925;1466;11;533;65;15;69
EA77;<3468, 5, 958>;False;290;290;903;1635;12;588;70;92;51
EA75;<3468, 5, 958>;True;450;450;894;1480;13;385;89;89;60
EA57;<3468, 5, 958>;True;300;300;471;1521;5;1674;40;88;21
EA47;<3468, 5, 958>;True;280;280;576;1780;11;2171;94;19;57
EA42;<3468, 5, 958>;True;495;495;886;1606;10;668;84;70;55
EA36;<3468, 5, 958>;False;135;135;689;1589;8;1536;60;55;50
EA32;<3468, 5, 958>;True;340;340;686;1539;13;400;79;100;47
EA28;<3468, 5, 958>;True;440;440;762;1521;5;1674;40;88;21
EA22;<3468, 5, 958>;False;180;180;798;1507;7;1114;63;91;31
EA2;<3468, 5, 958>;True;430;430;825;1476;12;204;92;86;49
EA9;<3468, 5, 958>;True;375;375;714;1541;8;1234;76;44;56
EA55;<3468, 5, 958>;True;260;260;471;1582;8;848;65;90;41
EA45;<3468, 5, 958>;False;120;120;907;1553;10;864;69;40;56
EA20;<3468, 5, 958>;True;295;295;692;1545;10;829;77;61;57
EA21;<3468, 5, 958>;True;300;300;594;1561;9;1061;70;54;52
EA3;<3468, 5, 958>;True;489;490;1047;1583;8;1342;79;84;46
EA11;<3468, 5, 958>;False;250;250;834;1566;11;769;67;54;56
EA8;<3468, 5, 958>;False;155;155;771;1539;13;400;79;100;47
EA199;<3468, 5, 958>;True;400;400;707;1541;10;991;77;61;54
EA168;<3468, 5, 958>;True;360;360;704;1522;13;287;79;100;47
EA127;<3468, 5, 958>;False;494;495;1138;1544;9;1204;72;58;52
EA131;<3468, 5, 958>;True;340;340;537;1521;5;1674;40;88;21
EA118;<3468, 5, 958>;False;145;145;772;1441;10;544;64;8;70
EA114;<3468, 5, 958>;True;375;375;643;1524;6;1560;45;82;28
EA100;<3468, 5, 958>;True;450;450;834;1702;10;2455;19;47;53
EA95;<3468, 5, 958>;False;125;125;804;1602;10;1088;76;74;48
EA88;<3468, 5, 958>;True;335;335;663;1515;8;1243;77;40;55
EA66;<3468, 5, 958>;False;335;335;985;1502;10;482;63;5;76
EA65;<3468, 5, 958>;True;295;295;583;1603;10;732;74;85;48
EA40;<3468, 5, 958>;False;659;660;1398;1590;12;2039;16;25;71
EA49;<3468, 5, 958>;True;280;280;539;1516;5;1585;43;88;22
EA43;<3468, 5, 958>;False;175;175;825;1648;12;723;72;50;67
EA30;<3468, 5, 958>;False;569;570;1086;1480;13;385;89;89;60
EA29;<3468, 5, 958>;False;255;255;786;1487;12;100;98;99;46
EA23;<3468, 5, 958>;True;320;320;816;1595;10;988;77;81;50
EA26;<3468, 5, 958>;True;375;375;615;1512;7;1405;52;83;28
EA15;<3468, 5, 958>;False;539;540;1080;1530;13;397;80;98;48
EA13;<3468, 5, 958>;True;445;445;931;1655;11;1227;51;74;55
EA192;<3468, 5, 958>;False;215;215;833;1839;12;2553;93;5;62
EA186;<3468, 5, 958>;True;320;320;600;1656;12;1227;52;74;56
EA170;<3468, 5, 958>;False;70;70;655;1547;5;2111;26;96;5
EA154;<3468, 5, 958>;False;794;795;1311;1626;13;467;87;100;53
EA155;<3468, 5, 958>;True;435;435;857;1530;13;397;80;98;48
EA148;<3468, 5, 958>;False;280;280;862;1476;12;204;92;86;49
EA142;<3468, 5, 958>;False;359;360;1047;1486;11;382;91;86;48
EA150;<3468, 5, 958>;True;320;320;646;1643;11;952;80;83;51
EA111;<3468, 5, 958>;False;260;260;963;1545;9;1159;77;56;53
EA116;<3468, 5, 958>;False;235;235;798;1486;5;1338;54;100;6
EA98;<3468, 5, 958>;False;280;280;957;1502;10;482;63;5;76
EA91;<3468, 5, 958>;False;404;405;1050;1647;10;1306;78;76;49
EA69;<3468, 5, 958>;False;419;420;1020;1619;12;1002;83;71;53
EA60;<3468, 5, 958>;True;455;455;889;1476;12;204;92;86;49
EA41;<3468, 5, 958>;False;215;215;898;1565;10;1705;42;37;62
EA33;<3468, 5, 958>;False;279;280;1040;1565;10;1705;42;37;62
EA27;<3468, 5, 958>;False;459;460;1197;1619;12;1002;83;71;53
EA37;<3468, 5, 958>;True;300;300;603;1541;10;991;77;61;54
EA24;<3468, 5, 958>;False;295;295;939;1564;12;415;81;94;50
EA0;<3468, 5, 958>;True;784;785;1279;1583;8;1342;79;84;46
EA190;<3468, 5, 958>;False;155;155;745;1480;13;385;89;89;60
EA184;<3468, 5, 958>;True;450;450;726;1625;12;501;68;95;50
EA160;<3468, 5, 958>;True;340;340;660;1511;10;776;61;21;59
EA157;<3468, 5, 958>;True;280;280;529;1618;7;2111;54;69;45
EA143;<3468, 5, 958>;False;160;160;787;1606;10;668;84;70;55
EA138;<3468, 5, 958>;True;320;320;506;1521;5;1673;40;88;21
EA117;<3468, 5, 958>;True;360;360;653;1544;12;563;97;81;48
EA108;<3468, 5, 958>;True;410;410;836;1695;9;1387;65;92;46
EA113;<3468, 5, 958>;False;130;130;736;1688;13;690;81;100;56
EA110;<3468, 5, 958>;True;360;360;679;1619;12;1002;83;71;53
EA106;<3468, 5, 958>;True;420;420;790;1541;10;991;77;61;54
EA99;<3468, 5, 958>;False;125;125;730;1545;9;1159;77;56;53
EA93;<3468, 5, 958>;True;415;415;883;1535;10;1195;65;66;52
EA96;<3468, 5, 958>;True;380;380;716;1639;11;1264;52;70;55
EA89;<3468, 5, 958>;False;170;170;825;1625;12;872;82;83;51
EA87;<3468, 5, 958>;True;360;360;654;1548;11;667;93;79;48
EA86;<3468, 5, 958>;True;280;280;557;1549;10;554;67;30;69
EA73;<3468, 5, 958>;True;300;300;591;1541;10;991;77;61;54
EA71;<3468, 5, 958>;True;320;320;576;1619;12;763;73;86;55
EA56;<3468, 5, 958>;True;340;340;741;1619;12;763;73;86;54
EA34;<3468, 5, 958>;True;360;360;719;1644;12;955;81;83;52
EA191;<3468, 5, 958>;False;819;820;1271;1640;12;770;74;62;61
EA194;<3468, 5, 958>;False;140;140;789;1245;13;100;78;32;72
EA189;<3468, 5, 958>;False;235;235;857;1541;6;1970;84;78;41
EA185;<3468, 5, 958>;False;190;190;895;1596;9;1802;53;66;49
EA180;<3468, 5, 958>;True;630;630;940;1521;5;1674;40;88;21
EA183;<3468, 5, 958>;False;165;165;725;1572;8;1422;80;84;42
EA161;<3468, 5, 958>;True;260;260;536;1670;12;681;79;93;57
EA79;<3468, 5, 958>;False;224;225;1024;1462;10;100;100;100;31
EA81;<3468, 5, 958>;True;320;320;691;1633;10;1632;68;65;45
EA80;<3468, 5, 958>;True;300;300;501;1502;5;1973;23;99;6
EA67;<3468, 5, 958>;False;150;150;764;1446;11;508;74;26;61
EA52;<3468, 5, 958>;False;314;315;1077;1448;11;575;65;8;70
EA51;<3468, 5, 958>;False;305;305;789;1471;9;343;90;98;29
EA44;<3468, 5, 958>;False;70;70;740;1651;13;708;77;85;57
EA38;<3468, 5, 958>;True;300;300;646;1803;12;2575;64;24;58
EA179;<3468, 5, 958>;True;480;480;881;1529;10;751;83;90;45
EA171;<3468, 5, 958>;True;335;335;667;1642;11;1365;47;65;58
EA169;<3468, 5, 958>;True;320;320;656;1647;10;1306;78;76;49
EA167;<3468, 5, 958>;False;55;55;672;1441;10;544;64;8;70
EA137;<3468, 5, 958>;True;320;320;537;1534;5;1656;48;87;25
EA133;<3468, 5, 958>;True;340;340;693;1642;11;1365;47;65;58
EA128;<3468, 5, 958>;False;80;80;637;1652;9;1337;74;68;51
EA130;<3468, 5, 958>;True;260;260;597;1612;9;1222;77;91;44
EA126;<3468, 5, 958>;True;320;320;652;1675;11;1350;46;72;56
EA109;<3468, 5, 958>;True;300;300;616;1640;12;770;74;62;61
EA102;<3468, 5, 958>;True;370;370;788;1476;12;204;92;86;49
EA94;<3468, 5, 958>;True;300;300;606;1544;12;563;97;81;48
EA59;<3468, 5, 958>;False;414;415;1123;1603;11;841;73;95;47
EA70;<3468, 5, 958>;True;355;355;735;1482;12;142;97;99;46
EA63;<3468, 5, 958>;False;260;260;899;1619;12;763;73;86;55
EA197;<3468, 5, 958>;False;160;160;831;1544;12;563;97;81;48
EA195;<3468, 5, 958>;True;200;200;363;1532;5;1749;48;88;23
EA179;<3468, 5, 958>;False;314;315;1115;1650;12;1221;84;61;54
EA184;<3468, 5, 958>;True;300;300;530;1595;12;1410;45;70;53
EA170;<3468, 5, 958>;False;65;65;700;1538;10;765;86;82;42
EA162;<3468, 5, 958>;False;130;130;783;1626;13;467;87;100;53
EA159;<3468, 5, 958>;True;375;375;718;1515;8;1243;77;40;55
EA154;<3468, 5, 958>;True;380;380;735;1788;11;2504;64;25;57
EA125;<3468, 5, 958>;False;70;70;660;1521;5;1674;40;88;21
EA115;<3468, 5, 958>;True;320;320;641;1530;13;397;80;98;48
EA101;<3468, 5, 958>;True;684;685;1089;1480;13;385;89;89;60
EA106;<3468, 5, 958>;False;180;180;749;1476;12;204;92;86;49
EA93;<3468, 5, 958>;False;395;395;992;1539;13;400;79;100;47
EA102;<3468, 5, 958>;True;355;355;652;1554;11;712;92;76;48
EA76;<3468, 5, 958>;False;299;300;1012;1446;11;508;74;26;61
EA79;<3468, 5, 958>;True;320;320;592;1583;10;1168;68;17;59
EA64;<3468, 5, 958>;False;479;480;1141;1630;12;694;74;96;49
EA73;<3468, 5, 958>;True;280;280;544;1648;10;1171;50;75;54
EA62;<3468, 5, 958>;True;489;490;1019;1539;13;400;79;100;47
EA70;<3468, 5, 958>;True;275;275;663;1771;9;3283;5;32;55
EA67;<3468, 5, 958>;False;70;70;717;1919;12;3276;100;5;62
EA44;<3468, 5, 958>;True;340;340;681;1612;9;1222;77;91;44
EA38;<3468, 5, 958>;True;260;260;583;1681;11;1806;66;68;48
EA19;<3468, 5, 958>;False;145;145;776;1545;10;829;77;61;57
EA5;<3468, 5, 958>;True;545;545;881;1533;9;875;64;36;55
EA0;<3468, 5, 958>;True;340;340;755;1640;12;770;74;62;61
EA15;<3468, 5, 958>;True;395;395;716;1541;10;1148;66;68;51
EA3;<3468, 5, 958>;False;140;140;718;1553;8;804;84;61;47
EA14;<3468, 5, 958>;True;315;315;604;1702;10;2455;19;47;53
EA199;<3468, 5, 958>;True;320;320;612;1515;11;457;88;83;49
EA175;<3468, 5, 958>;True;320;320;594;1619;12;1002;83;71;53
EA163;<3468, 5, 958>;True;300;300;563;1509;9;1237;75;49;54
EA160;<3468, 5, 958>;False;60;60;641;1707;9;2594;14;43;53
EA158;<3468, 5, 958>;True;300;300;488;1521;5;1674;40;88;21
EA138;<3468, 5, 958>;False;230;230;775;1500;5;1567;46;100;6
EA120;<3468, 5, 958>;True;340;340;653;1788;11;2504;64;25;57
EA118;<3468, 5, 958>;True;355;355;638;1541;6;1970;84;78;41
EA100;<3468, 5, 958>;False;494;495;1071;1547;11;437;78;81;52
EA107;<3468, 5, 958>;True;280;280;497;1647;10;1210;52;73;54
EA103;<3468, 5, 958>;True;360;360;686;1655;11;1227;51;74;55
EA91;<3468, 5, 958>;False;190;190;888;1515;10;452;89;82;49
EA83;<3468, 5, 958>;False;185;185;799;1464;9;526;75;78;52
EA77;<3468, 5, 958>;True;335;335;588;1535;10;1195;65;66;52
EA74;<3468, 5, 958>;True;320;320;635;1541;10;991;77;61;54
EA69;<3468, 5, 958>;True;360;360;688;1534;5;1656;48;87;25
EA56;<3468, 5, 958>;False;300;300;925;1542;8;1202;73;59;49
EA54;<3468, 5, 958>;False;95;95;708;1508;7;1281;51;66;38
EA48;<3468, 5, 958>;True;320;320;640;1565;10;1705;42;37;62
EA41;<3468, 5, 958>;False;220;220;822;1623;12;956;82;73;53
EA31;<3468, 5, 958>;False;255;255;915;1518;7;1207;58;83;36
EA29;<3468, 5, 958>;True;320;320;601;1606;10;668;84;70;55
EA25;<3468, 5, 958>;True;360;360;624;1652;11;1023;81;90;47
EA13;<3468, 5, 958>;False;190;190;791;1579;12;309;86;100;47
EA4;<3468, 5, 958>;True;355;355;756;1571;11;639;100;77;42
EA8;<3468, 5, 958>;True;340;340;730;1642;11;1365;47;65;58
EA9;<3468, 5, 958>;True;360;360;644;1507;7;1114;63;91;31
EA198;<3468, 5, 958>;True;320;320;559;1524;6;1560;45;82;28
EA186;<3468, 5, 958>;True;280;280;504;1583;8;1342;79;84;46
EA169;<3468, 5, 958>;True;340;340;763;1619;12;763;73;86;55
EA145;<3468, 5, 958>;False;230;230;790;1521;5;1674;40;88;21
EA141;<3468, 5, 958>;False;75;75;667;1521;5;1674;40;88;21
EA144;<3468, 5, 958>;True;260;260;445;1521;5;1674;40;88;21
EA128;<3468, 5, 958>;False;594;595;1131;1480;13;385;89;89;60
EA131;<3468, 5, 958>;True;360;360;655;1509;9;1237;75;49;54
EA80;<3468, 5, 958>;True;335;335;671;1619;12;763;73;86;55
EA66;<3468, 5, 958>;False;135;135;731;1476;12;204;92;86;49
EA53;<3468, 5, 958>;False;484;485;1139;1534;8;1316;57;74;41
EA63;<3468, 5, 958>;True;300;300;623;1674;12;1395;85;54;55
EA61;<3468, 5, 958>;True;375;375;589;1521;5;1674;40;88;21
EA52;<3468, 5, 958>;True;340;340;733;1640;12;770;74;62;61
EA51;<3468, 5, 958>;False;160;160;676;1496;9;568;81;95;39
EA33;<3468, 5, 958>;False;235;235;802;1491;12;441;86;87;59
