Name;Coord;Winner;Fitness;GameTime;Score;deffScore;suppScore;townLifeDeviation;supportActions;attackActions;dominanceLevel;deff1-ConquerRadius;deff1-AttackMinLife;deff1-SupportRadius;deff1-SupportMaxCap;deff1-SupportMinCap;off1-ConquerRadius;off1-AttackMinLife;off1-SupportRadius;off1-SupportMaxCap;off1-SupportMinCap;supp1-ConquerRadius;supp1-AttackMinLife;supp1-SupportRadius;supp1-SupportMaxCap;supp1-SupportMinCap;SupportTownRatio1;DeffTownRatio1;AtkTownRatio1;CategorisationRadius1;deff2-ConquerRadius;deff2-AttackMinLife;deff2-SupportRadius;deff2-SupportMaxCap;deff2-SupportMinCap;off2-ConquerRadius;off2-AttackMinLife;off2-SupportRadius;off2-SupportMaxCap;off2-SupportMinCap;supp2-ConquerRadius;supp2-AttackMinLife;supp2-SupportRadius;supp2-SupportMaxCap;supp2-SupportMinCap;SupportTownRatio;DeffTownRatio;AtkTownRatio;CategorisationRadius
KI_179;<3468, 5, 958>;False;0;494;0;0;0;50;0;0;2;1740;84;1789;81;58;687;30;1349;21;63;482;73;2770;71;55;57;30;48;1027;3808;62;2849;27;31;1310;75;2819;41;77;635;57;2335;60;39;42;73;50;2498
KI_180;<3468, 5, 958>;False;0;487;0;0;0;50;0;0;2;4000;5;1182;80;48;1381;63;2170;67;53;734;57;4000;5;71;52;42;14;797;428;93;2800;61;77;2480;77;1322;66;57;2880;17;682;54;37;31;42;31;1644
KI_181;<3468, 5, 958>;False;0;465;0;0;0;50;0;0;2;359;85;2394;78;80;1301;37;1301;78;67;3479;19;1167;40;29;50;68;13;3527;2582;85;949;70;26;3409;23;3376;56;77;1611;5;697;26;103;52;46;22;1115
KI_182;<3468, 5, 958>;False;0;478;0;0;0;50;0;0;2;424;28;2995;84;56;3180;65;1370;65;27;3554;17;219;28;17;74;54;61;2510;215;90;2813;31;81;689;16;2750;37;79;944;57;2853;64;43;58;34;22;3990
KI_183;<3468, 5, 958>;False;0;538;0;0;0;50;0;0;2;1984;59;2903;52;11;1480;65;1815;51;60;280;60;2679;14;52;22;35;17;2479;1456;56;2230;46;26;2917;52;3161;41;25;532;57;2554;29;63;62;35;100;483
KI_184;<3468, 5, 958>;False;0;544;0;0;0;50;0;0;2;2276;78;1697;42;56;3102;25;2212;28;31;2279;61;2861;43;34;12;88;78;2054;1363;46;3003;5;49;2738;37;1788;34;48;100;5;144;5;25;42;14;53;821
KI_185;<3468, 5, 958>;False;0;563;0;0;0;50;0;0;2;1408;71;2246;41;72;3865;18;886;16;17;238;58;3975;104;51;32;68;60;788;983;69;2516;86;40;276;150;2207;5;148;1327;51;3195;78;50;1;77;36;2473
KI_186;<3468, 5, 958>;False;0;481;0;0;0;50;0;0;2;2737;82;2008;8;39;3844;21;1104;77;57;2426;75;2351;46;87;32;95;61;1982;2114;73;2512;41;15;2499;34;3077;65;37;2741;72;2706;42;68;83;74;74;2722
KI_187;<3468, 5, 958>;False;0;492;0;0;0;50;0;0;2;2766;81;1921;49;61;1945;39;1981;25;80;926;53;2287;60;38;62;57;52;2085;2405;63;1031;20;59;2186;33;1707;43;72;1650;12;3006;38;53;9;93;37;3590
KI_188;<3468, 5, 958>;False;0;467;0;0;0;50;0;0;2;4000;5;1182;80;48;1381;63;2170;67;53;734;57;4000;5;71;52;42;14;797;428;93;2800;61;77;2480;77;1322;66;57;2880;17;682;54;37;31;42;31;1644
KI_189;<3468, 5, 958>;False;0;469;0;0;0;50;0;0;2;1397;5;2163;72;81;2588;62;1123;30;61;185;61;1338;33;59;82;94;13;2416;2066;72;1868;36;40;2278;52;1694;32;73;519;53;1513;39;58;85;71;18;1421
KI_190;<3468, 5, 958>;False;2;472;2;0;0;50;0;2;2;3614;87;2749;31;48;1806;34;1562;91;57;2482;66;3884;40;34;23;55;7;1347;2552;81;1911;61;20;1417;23;881;27;66;1385;85;3746;28;64;54;92;49;2569
KI_191;<3468, 5, 958>;False;0;556;0;0;0;50;0;0;2;1631;41;1624;45;22;3615;89;4000;68;5;2513;77;3068;18;45;27;97;0;100;1141;24;2127;55;153;2674;84;3283;55;30;3952;80;1856;27;42;52;84;38;1990
KI_192;<3468, 5, 958>;False;0;576;0;0;0;50;0;0;2;2340;40;2020;69;67;1825;50;2235;72;51;4000;126;2346;5;35;37;58;28;1224;761;40;2023;65;148;2981;87;3680;50;39;2925;79;1890;38;48;41;38;34;1603
KI_193;<3468, 5, 958>;False;0;580;0;0;0;50;0;0;2;4000;5;1087;81;47;1099;66;1947;54;56;346;63;3168;6;64;61;54;15;384;261;96;2796;61;78;2210;75;1386;61;57;4000;5;100;76;25;30;37;28;1688
KI_194;<3468, 5, 958>;False;0;504;0;0;0;50;0;0;2;461;29;2705;82;48;3608;48;1934;83;89;3208;31;1453;56;44;94;35;95;1916;350;25;2818;81;49;1685;35;2233;51;53;1148;77;1515;40;34;16;89;100;3444
KI_195;<3468, 5, 958>;False;0;634;0;0;0;50;0;0;2;349;50;1531;7;26;2397;59;1270;19;93;1751;37;1164;32;62;57;56;50;1310;100;87;897;9;41;2391;57;2074;13;88;1183;74;2859;58;39;14;68;96;1914
KI_196;<3468, 5, 958>;False;0;772;0;0;0;50;0;0;2;2397;129;784;5;5;1667;46;4000;149;5;2202;37;1824;76;19;94;84;21;2301;1473;69;937;63;43;437;20;1762;18;71;100;83;3101;70;5;66;0;29;3081
KI_197;<3468, 5, 958>;False;0;519;0;0;0;50;0;0;2;1608;84;1234;118;73;542;46;2171;11;97;943;52;2176;58;38;36;52;11;1706;688;55;1559;45;34;608;33;1161;86;70;2228;18;2799;48;49;23;67;83;1378
KI_198;<3468, 5, 958>;False;0;493;0;0;0;50;0;0;2;942;48;2771;52;39;3102;84;3749;52;74;2657;50;1867;48;46;78;48;77;2228;1766;48;2615;52;33;1534;59;2875;5;9;2644;45;1974;43;50;66;44;29;2860
KI_199;<3468, 5, 958>;False;0;571;0;0;0;50;0;0;2;757;95;2623;50;74;4000;5;3568;77;21;1983;71;2588;33;32;5;58;41;2073;1610;80;1819;53;71;3221;14;662;72;60;1822;26;1865;84;16;57;81;39;3272
KI_0;<3468, 5, 958>;True;294.22088084059914;646;118.57142857142857;60;115.64945226917058;6.29;0;14;1;1508;52;2558;75;44;3725;16;163;94;74;3721;68;3146;39;69;55;11;19;1187;989;87;3754;27;55;1805;22;3931;71;20;686;69;855;77;41;69;28;77;653
KI_1;<3468, 5, 958>;True;325.84834123222748;570;114;100;111.84834123222748;8.34;0;10;1;3771;95;1625;37;42;3866;33;3112;87;6;3806;75;2038;69;98;11;8;37;196;2374;35;3058;82;56;2605;21;765;21;9;459;46;3052;15;63;77;14;38;322
KI_2;<3468, 5, 958>;True;319.21140939597313;702;112.5;100;106.71140939597315;14.8;0;16;1;3007;36;2803;37;20;2334;6;838;25;54;3687;5;3228;48;5;69;1;47;379;1100;87;3970;92;52;1912;58;1048;85;90;2517;69;290;80;6;31;56;90;1716
KI_3;<3468, 5, 958>;True;276.17665225447809;768;120;50;106.17665225447807;16.09;0;15;1;3382;33;2373;63;52;3840;31;2968;23;89;3836;42;2334;63;14;100;26;78;327;3335;18;2696;78;44;3074;64;2316;54;18;2779;13;1137;42;66;5;64;49;2244
KI_4;<3468, 5, 958>;True;337.10027100271003;372;110;100;127.10027100271003;3.59;0;12;1;2077;63;953;66;10;3647;17;1704;85;71;1189;72;1908;45;53;34;3;68;646;1528;51;1154;71;12;3305;5;1921;65;74;1569;85;3582;65;84;30;61;42;625
KI_5;<3468, 5, 958>;True;326.81057268722464;513;118;100;108.81057268722466;11.25;0;10;1;1545;52;1139;71;12;3682;5;1911;89;72;1551;89;3800;76;81;35;4;69;582;495;23;2405;68;34;2098;53;2625;73;43;3386;93;1146;48;13;36;81;96;3979
KI_6;<3468, 5, 958>;True;327.36898395721926;509;114;100;113.36898395721926;7.38;0;10;1;2284;88;1503;18;56;3379;31;1220;50;30;100;5;100;56;42;93;42;55;603;2767;89;1895;27;74;2426;25;1456;32;56;1308;60;2904;61;19;100;0;49;1375
KI_7;<3468, 5, 958>;True;217.04946533287341;1093;113.6;0;103.4494653328734;28.89;6;25;2;3382;33;2373;63;52;3840;31;2968;23;89;3836;42;2334;63;14;100;26;78;327;3335;18;2696;78;44;3074;64;2316;54;18;2779;13;1137;42;66;5;64;49;2244
KI_8;<3468, 5, 958>;False;0;459;0;0;0;50;0;0;2;1399;91;1709;97;63;658;47;2060;19;94;615;57;2347;61;39;66;50;35;3788;522;20;706;43;32;377;28;1142;90;72;2334;19;2584;47;48;24;66;74;1321
KI_9;<3468, 5, 958>;False;0;577;0;0;0;50;0;0;2;1821;61;1569;18;64;3674;5;3142;81;28;2339;92;3247;33;35;2;62;56;2838;1880;64;1435;42;70;3282;25;877;71;62;1150;29;1811;65;15;53;64;28;2585
KI_10;<3468, 5, 958>;False;0;545;0;0;0;50;0;0;2;2386;61;2162;35;24;686;29;506;47;41;841;49;605;30;45;100;50;59;100;1403;75;2478;40;24;1166;31;2025;20;76;1593;80;1177;21;47;99;5;50;1277
KI_11;<3468, 5, 958>;False;0;473;0;0;0;50;0;0;2;2821;90;1916;27;75;3556;29;1031;45;33;2825;66;3056;45;19;0;81;73;1097;1031;42;1708;15;90;2655;43;1738;52;56;100;5;1436;5;38;90;35;37;2737
KI_12;<3468, 5, 958>;False;0;562;0;0;0;50;0;0;2;246;97;2880;60;82;2065;67;1700;85;68;2732;17;760;47;34;20;48;0;100;953;75;2387;67;78;1347;47;1899;64;61;3072;35;2581;74;79;62;42;20;3442
KI_13;<3468, 5, 958>;True;209.72732661529341;882;111.42857142857143;-10;108.29875518672199;11.95;0;35;2;1545;52;1139;71;12;3682;5;1911;89;72;1551;89;3800;76;81;35;4;69;582;495;23;2405;68;34;2098;53;2625;73;43;3386;93;1146;48;13;36;81;96;3979
KI_14;<3468, 5, 958>;False;0;520;0;0;0;50;0;0;2;424;28;2995;84;56;3180;65;1370;65;27;3554;17;219;28;17;74;54;61;2510;215;90;2813;31;81;689;16;2750;37;79;944;57;2853;64;43;58;34;22;3990
KI_15;<3468, 5, 958>;False;0;505;0;0;0;50;0;0;2;1526;113;2659;44;5;293;31;208;31;64;1164;30;1824;16;78;96;0;69;4000;2210;23;3369;31;48;1798;23;3571;83;17;1135;42;1014;29;79;66;0;4;4000
KI_16;<3468, 5, 958>;False;0;575;0;0;0;50;0;0;2;2896;91;1854;26;78;3063;27;2184;32;34;2388;59;2812;38;26;18;67;73;1632;1346;51;2493;23;41;2650;42;1777;51;55;100;5;1036;5;39;91;41;23;2456
KI_17;<3468, 5, 958>;False;0;521;0;0;0;50;0;0;2;1340;41;3211;39;7;404;43;3060;30;36;3358;83;363;76;64;0;0;74;4000;100;5;1607;34;43;925;12;100;96;5;2156;65;2194;99;58;91;33;45;100
KI_18;<3468, 5, 958>;False;7;511;7;0;0;50;0;7;2;2012;90;2789;38;10;766;36;815;36;53;2064;87;707;10;54;87;0;71;3920;1473;7;3654;38;50;1720;20;3662;88;18;1143;55;282;41;80;62;7;19;3789
KI_19;<3468, 5, 958>;False;3;592;2;0;1;50;1;2;2;4000;5;1182;80;48;1381;63;2170;67;53;734;57;4000;5;71;52;42;14;797;428;93;2800;61;77;2480;77;1322;66;57;2880;17;682;54;37;31;42;31;1644
KI_20;<3468, 5, 958>;False;13;496;7;0;6;50;6;7;2;2554;66;2054;31;29;1305;90;863;40;90;755;32;2151;13;119;43;73;41;778;3274;33;3306;87;35;291;32;110;25;62;1515;22;2678;41;42;77;13;68;3112
KI_21;<3468, 5, 958>;False;3;557;3;0;0;50;0;3;2;3915;23;2768;14;79;2854;52;2817;7;49;3769;55;1481;94;9;22;4;8;2102;940;19;1867;52;39;2559;73;1271;20;15;2897;34;2344;72;49;35;18;98;3102
KI_22;<3468, 5, 958>;False;4;599;4;0;0;50;0;4;2;1634;87;1003;8;34;1701;53;3017;103;5;100;16;100;53;36;90;44;56;620;926;87;1188;37;53;830;21;2059;14;89;157;57;2789;74;20;83;22;56;1299
KI_23;<3468, 5, 958>;False;6;520;6;0;0;50;0;6;2;3744;27;2907;63;24;1921;43;3684;18;95;171;72;2403;12;61;55;50;84;264;3603;11;3598;54;75;3515;25;2301;9;85;2464;84;2481;51;30;78;23;14;2290
KI_24;<3468, 5, 958>;False;6;604;6;0;0;50;0;6;2;3744;27;2907;63;24;1921;43;3684;18;95;171;72;2403;12;61;55;50;84;264;3603;11;3598;54;75;3515;25;2301;9;85;2464;84;2481;51;30;78;23;14;2290
KI_25;<3468, 5, 958>;False;2;612;2;0;0;50;0;2;2;3491;94;1074;7;81;3547;40;2629;28;78;3588;30;1914;55;31;90;42;65;846;1037;32;351;80;41;3846;54;3435;60;10;648;72;1653;78;73;2;61;54;2325
KI_26;<3468, 5, 958>;False;2;430;2;0;0;50;0;2;2;3614;87;2749;31;48;1806;34;1562;91;57;2482;66;3884;40;34;23;55;7;1347;2552;81;1911;61;20;1417;23;881;27;66;1385;85;3746;28;64;54;92;49;2569
KI_27;<3468, 5, 958>;False;2;443;2;0;0;50;0;2;2;3614;87;2749;31;48;1806;34;1562;91;57;2482;66;3884;40;34;23;55;7;1347;2552;81;1911;61;20;1417;23;881;27;66;1385;85;3746;28;64;54;92;49;2569
KI_28;<3468, 5, 958>;False;2;524;2;0;0;50;0;2;2;1838;52;3720;71;25;1091;49;3437;61;33;1756;69;2123;65;39;100;2;9;3252;1414;84;2325;14;42;1721;73;1154;46;70;585;29;756;37;57;29;43;46;1624
KI_29;<3468, 5, 958>;False;3;483;3;0;0;50;0;3;2;2241;36;2062;80;74;1674;41;1942;75;52;542;5;2882;5;51;42;29;26;1124;100;5;100;5;5;1821;82;2689;27;42;1310;25;2714;24;49;23;54;7;1334
KI_30;<3468, 5, 958>;False;2;444;2;0;0;50;0;2;2;4000;14;3658;59;12;1509;31;4000;5;115;235;69;2057;6;57;48;48;100;100;1649;40;1933;64;47;3230;37;1861;17;77;2574;53;1854;41;47;86;51;8;2459
KI_31;<3468, 5, 958>;False;5;481;5;0;0;50;0;5;2;3449;35;2575;58;31;1724;43;3866;13;102;100;76;2753;5;56;42;62;100;100;3058;37;2529;48;62;3733;20;2125;5;90;2605;64;1423;51;63;69;29;12;1967
KI_32;<3468, 5, 958>;False;4;475;4;0;0;50;0;4;2;3449;35;2575;58;31;1724;43;3866;13;102;100;76;2753;5;56;42;62;100;100;3058;37;2529;48;62;3733;20;2125;5;90;2605;64;1423;51;63;69;29;12;1967
KI_33;<3468, 5, 958>;False;2;443;2;0;0;50;0;2;2;3614;87;2749;31;48;1806;34;1562;91;57;2482;66;3884;40;34;23;55;7;1347;2552;81;1911;61;20;1417;23;881;27;66;1385;85;3746;28;64;54;92;49;2569
KI_34;<3468, 5, 958>;False;2;519;2;0;0;50;0;2;2;2241;36;2062;80;74;1674;41;1942;75;52;542;5;2882;5;51;42;29;26;1124;100;5;100;5;5;1821;82;2689;27;42;1310;25;2714;24;49;23;54;7;1334
KI_35;<3468, 5, 958>;False;7;607;7;0;0;50;0;7;2;4000;15;3409;60;23;1836;41;3984;7;99;100;72;2100;5;57;61;62;91;187;1716;51;1832;66;33;3924;14;2515;5;91;2392;82;2547;52;34;83;24;8;2522
KI_36;<3468, 5, 958>;False;3;508;3;0;0;50;0;3;2;2241;36;2062;80;74;1674;41;1942;75;52;542;5;2882;5;51;42;29;26;1124;100;5;100;5;5;1821;82;2689;27;42;1310;25;2714;24;49;23;54;7;1334
KI_37;<3468, 5, 958>;False;2;475;2;0;0;50;0;2;2;2241;36;2062;80;74;1674;41;1942;75;52;542;5;2882;5;51;42;29;26;1124;100;5;100;5;5;1821;82;2689;27;42;1310;25;2714;24;49;23;54;7;1334
KI_38;<3468, 5, 958>;False;2;561;2;0;0;50;0;2;2;2304;77;232;87;21;1565;46;1503;24;39;480;16;2603;58;7;76;91;7;876;1245;90;2397;11;73;2856;42;3430;78;46;3573;57;2878;53;87;38;91;86;3734
KI_39;<3468, 5, 958>;False;3;493;3;0;0;50;0;3;2;2241;36;2062;80;74;1674;41;1942;75;52;542;5;2882;5;51;42;29;26;1124;100;5;100;5;5;1821;82;2689;27;42;1310;25;2714;24;49;23;54;7;1334
KI_40;<3468, 5, 958>;False;0;583;0;0;0;50;0;0;2;970;40;1716;48;77;2764;78;1163;67;55;3463;73;1226;26;68;50;26;19;442;3432;56;2697;57;26;1896;75;2071;73;66;888;46;100;101;44;69;72;95;1692
KI_41;<3468, 5, 958>;False;0;592;0;0;0;50;0;0;2;1984;59;2903;52;11;1480;65;1815;51;60;280;60;2679;14;52;22;35;17;2479;1456;56;2230;46;26;2917;52;3161;41;25;532;57;2554;29;63;62;35;100;483
KI_42;<3468, 5, 958>;False;0;609;0;0;0;50;0;0;2;1238;49;100;44;65;1632;85;2682;59;77;2962;72;1555;21;59;46;16;14;230;1163;100;656;39;112;1782;80;2645;55;87;1599;59;1815;40;55;35;68;45;2605
KI_43;<3468, 5, 958>;False;0;464;0;0;0;50;0;0;2;1665;76;2091;41;54;1530;75;2604;55;91;2769;59;1124;60;68;56;72;32;2552;2713;92;424;93;17;2767;32;2858;55;89;1481;51;1568;36;62;61;75;43;1908
KI_44;<3468, 5, 958>;False;0;469;0;0;0;50;0;0;2;931;5;709;5;72;2360;57;1130;29;63;460;46;2122;18;78;34;44;23;2127;1422;74;2263;36;22;1992;41;2080;55;43;630;71;1839;38;63;59;31;13;2619
KI_45;<3468, 5, 958>;False;2;498;2;0;0;50;0;2;2;1838;52;3720;71;25;1091;49;3437;61;33;1756;69;2123;65;39;100;2;9;3252;1414;84;2325;14;42;1721;73;1154;46;70;585;29;756;37;57;29;43;46;1624
KI_46;<3468, 5, 958>;False;0;582;0;0;0;50;0;0;2;841;122;2384;40;5;1290;35;1120;66;58;2275;73;3806;51;54;74;16;48;3188;3297;78;2642;33;44;2109;38;2028;86;54;1348;42;2745;26;41;25;51;8;1506
KI_47;<3468, 5, 958>;False;0;555;0;0;0;50;0;0;2;927;104;2779;48;38;1166;49;1803;58;57;2995;5;1266;28;29;7;16;50;3008;1127;69;2817;52;29;843;43;2426;52;50;2773;39;1628;51;64;100;34;25;3572
KI_48;<3468, 5, 958>;False;0;575;0;0;0;50;0;0;2;1984;59;2903;52;11;1480;65;1815;51;60;280;60;2679;14;52;22;35;17;2479;1456;56;2230;46;26;2917;52;3161;41;25;532;57;2554;29;63;62;35;100;483
KI_49;<3468, 5, 958>;False;0;530;0;0;0;50;0;0;2;1526;113;2659;44;5;293;31;208;31;64;1164;30;1824;16;78;96;0;69;4000;2210;23;3369;31;48;1798;23;3571;83;17;1135;42;1014;29;79;66;0;4;4000
KI_50;<3468, 5, 958>;False;0;478;0;0;0;50;0;0;2;1309;60;1459;70;22;2988;75;1941;82;70;1710;58;2557;57;57;53;27;41;1696;1411;58;1440;73;24;2960;12;1897;81;67;2551;42;2594;67;71;57;30;36;2334
KI_51;<3468, 5, 958>;False;0;491;0;0;0;50;0;0;2;100;26;2478;46;102;3325;87;776;57;53;2703;35;910;82;70;55;44;26;2321;3622;47;2665;48;30;3476;72;306;40;46;1745;57;756;69;49;70;72;77;2654
KI_52;<3468, 5, 958>;False;0;518;0;0;0;50;0;0;2;2569;69;1073;60;32;1611;72;2358;45;73;947;36;2238;49;31;74;90;8;929;2310;75;292;85;24;452;68;1670;86;66;1547;23;2180;49;23;53;86;29;1682
KI_53;<3468, 5, 958>;False;0;624;0;0;0;50;0;0;2;2178;76;1746;73;20;1407;77;2374;57;70;2786;74;1582;22;60;54;2;52;1764;2219;68;2123;80;19;1375;27;3208;81;24;1574;52;375;30;74;46;15;14;232
KI_54;<3468, 5, 958>;False;0;499;0;0;0;50;0;0;2;2386;61;2162;35;24;686;29;506;47;41;841;49;605;30;45;100;50;59;100;1403;75;2478;40;24;1166;31;2025;20;76;1593;80;1177;21;47;99;5;50;1277
KI_55;<3468, 5, 958>;False;0;483;0;0;0;50;0;0;2;1984;59;2903;52;11;1480;65;1815;51;60;280;60;2679;14;52;22;35;17;2479;1456;56;2230;46;26;2917;52;3161;41;25;532;57;2554;29;63;62;35;100;483
KI_56;<3468, 5, 958>;False;0;495;0;0;0;50;0;0;2;3915;23;2768;14;79;2854;52;2817;7;49;3769;55;1481;94;9;22;4;8;2102;940;19;1867;52;39;2559;73;1271;20;15;2897;34;2344;72;49;35;18;98;3102
KI_57;<3468, 5, 958>;False;0;508;0;0;0;50;0;0;2;1528;20;2118;62;75;2534;61;1206;30;63;2726;30;1282;32;58;93;97;9;2353;2129;33;1707;67;19;2339;54;1615;33;73;1906;22;2087;58;54;64;71;26;1795
KI_58;<3468, 5, 958>;False;0;442;0;0;0;50;0;0;2;1452;52;2585;15;29;3820;20;3504;73;32;2708;80;2474;43;86;12;70;47;1964;3043;49;2255;18;18;3503;18;3322;64;23;2171;57;2639;28;48;34;41;67;2799
KI_59;<3468, 5, 958>;False;0;580;0;0;0;50;0;0;2;2796;63;2012;31;45;1413;93;2777;59;99;1719;50;2713;33;71;31;69;57;1313;2634;66;1887;36;48;3079;26;2200;28;32;2148;55;2927;45;32;14;24;56;285
KI_60;<3468, 5, 958>;False;0;510;0;0;0;50;0;0;2;2339;40;2014;69;66;1951;51;2591;95;56;1164;37;2553;47;12;71;87;9;913;1808;65;807;79;61;3206;93;4000;54;39;1837;50;2207;46;29;66;75;14;1081
KI_61;<3468, 5, 958>;False;0;551;0;0;0;50;0;0;2;1822;72;2360;31;28;1835;59;1433;53;63;1468;51;1028;23;35;89;0;78;4000;1410;16;2561;27;62;1411;5;4000;92;5;1183;68;100;45;107;64;20;22;3569
KI_62;<3468, 5, 958>;False;0;521;0;0;0;50;0;0;2;1463;62;2686;30;36;2875;74;3060;57;72;3276;87;3069;58;129;58;33;64;2234;2768;58;2247;22;29;2745;68;3193;23;25;2497;38;2254;18;75;55;27;66;2469
KI_63;<3468, 5, 958>;False;0;520;0;0;0;50;0;0;2;2593;63;2025;31;31;1260;88;835;40;89;100;31;2407;5;160;54;60;47;1375;3713;5;3490;102;44;2410;78;222;49;94;1403;5;3957;67;5;16;42;61;800
KI_64;<3468, 5, 958>;False;0;498;0;0;0;50;0;0;2;1752;95;100;5;32;2277;65;2273;67;18;1684;30;1735;40;35;33;17;60;2541;1425;71;2630;49;33;1002;35;2690;30;60;2190;55;1994;39;32;5;7;63;3652
KI_65;<3468, 5, 958>;False;0;477;0;0;0;50;0;0;2;1351;101;1726;107;71;1612;60;2686;34;65;1502;66;2684;40;41;79;34;46;4000;100;9;255;42;36;558;31;1302;88;68;2385;35;2723;38;47;25;80;38;735
KI_66;<3468, 5, 958>;False;0;470;0;0;0;50;0;0;2;1129;59;1788;27;32;2620;60;100;10;105;2817;64;1557;32;79;31;46;100;102;582;107;2438;5;93;2316;71;1466;41;45;2484;30;2632;46;27;13;20;72;4000
KI_67;<3468, 5, 958>;False;0;556;0;0;0;50;0;0;2;1238;49;100;44;65;1632;85;2682;59;77;2962;72;1555;21;59;46;16;14;230;1163;100;656;39;112;1782;80;2645;55;87;1599;59;1815;40;55;35;68;45;2605
KI_68;<3468, 5, 958>;False;0;490;0;0;0;50;0;0;2;1494;109;1155;9;9;1732;48;100;5;95;2373;68;2260;51;74;76;87;33;2162;334;59;1278;8;25;2698;53;3477;53;55;2180;38;1852;74;22;61;53;28;2799
KI_69;<3468, 5, 958>;False;0;560;0;0;0;50;0;0;2;1335;28;1259;15;77;2914;84;2057;71;75;1059;27;1249;32;23;70;46;28;3162;183;18;489;57;12;2763;79;1887;82;72;1831;16;1729;33;33;47;55;50;2058
KI_70;<3468, 5, 958>;False;0;594;0;0;0;50;0;0;2;1016;36;1244;10;31;2302;45;1697;72;73;2218;30;993;42;38;45;55;77;1488;1268;85;1952;50;63;2114;56;1612;70;63;2317;46;1526;53;42;42;48;50;1194
KI_71;<3468, 5, 958>;False;0;488;0;0;0;50;0;0;2;1556;51;2198;81;79;100;38;100;105;79;2551;5;1265;21;26;42;29;26;1170;2613;59;1889;63;53;1686;40;1957;74;52;1821;18;1666;29;76;67;100;11;2064
KI_72;<3468, 5, 958>;False;0;584;0;0;0;50;0;0;2;150;27;2459;45;100;1101;60;1615;75;39;1465;5;2344;61;43;75;46;36;1628;2654;63;2882;67;10;1857;52;2768;95;11;2709;45;1279;64;76;58;79;20;1804
KI_73;<3468, 5, 958>;False;0;482;0;0;0;50;0;0;2;3961;65;2319;5;38;369;93;2351;60;8;1563;98;100;136;59;17;51;9;1118;1445;89;1723;90;64;2212;60;2355;82;54;1647;50;2542;46;39;63;48;34;3600
KI_74;<3468, 5, 958>;False;2;507;2;0;0;50;0;2;2;1099;82;2593;50;58;1325;46;1059;64;53;100;61;542;23;49;100;50;59;100;935;83;2640;48;47;1459;42;1918;41;73;1444;88;1231;17;48;100;3;51;1308
KI_75;<3468, 5, 958>;False;0;482;0;0;0;50;0;0;2;3178;80;1869;57;61;2029;38;1896;24;77;1045;51;2470;64;34;61;57;51;2091;1790;82;1996;28;59;2655;29;1226;46;58;1261;24;2509;35;54;2;78;43;3303
KI_76;<3468, 5, 958>;False;0;517;0;0;0;50;0;0;2;944;91;1996;100;64;1867;59;1880;62;75;1846;34;1487;53;35;32;47;11;351;1027;82;2089;88;68;1437;45;2103;36;78;3846;28;2674;78;93;80;42;50;1837
KI_77;<3468, 5, 958>;False;0;489;0;0;0;50;0;0;2;1618;119;1494;25;41;2953;45;2835;17;47;2913;63;2034;65;19;20;8;11;2154;2913;50;2084;33;73;3278;16;1016;56;56;2854;46;1867;99;7;50;80;30;2400
KI_78;<3468, 5, 958>;False;0;484;0;0;0;50;0;0;2;2961;63;2804;21;24;1917;38;4000;9;104;142;75;2490;11;58;13;75;96;3074;3719;5;3736;59;83;2336;57;1834;55;49;3126;107;2976;61;7;19;69;78;3580
KI_79;<3468, 5, 958>;False;0;580;0;0;0;50;0;0;2;2565;137;595;5;5;1168;39;4000;176;5;2182;37;1847;76;19;75;56;57;2491;1292;61;1290;66;45;1595;39;1596;37;52;100;112;4000;88;5;65;0;27;3113
KI_80;<3468, 5, 958>;False;0;519;0;0;0;50;0;0;2;1527;88;1321;48;47;893;48;2276;37;73;661;60;2549;61;39;65;50;34;3828;149;5;606;54;31;772;35;1701;93;52;347;16;375;52;37;75;48;59;774
KI_81;<3468, 5, 958>;False;0;585;0;0;0;50;0;0;2;1652;112;2491;38;10;136;39;130;12;61;1903;88;3666;71;91;97;0;67;4000;1930;43;2184;46;30;2489;44;2611;82;52;291;21;1683;13;49;65;4;38;4000
KI_82;<3468, 5, 958>;False;0;561;0;0;0;50;0;0;2;2051;30;2417;85;87;1828;23;1861;79;55;1027;37;2621;41;36;51;87;35;1797;1805;35;561;40;18;1521;79;2327;51;43;1416;18;2766;14;55;17;47;1;1244
KI_83;<3468, 5, 958>;False;0;509;0;0;0;50;0;0;2;502;97;2786;58;69;100;32;137;5;47;1107;79;3530;54;87;100;0;79;4000;2094;47;1892;56;23;1725;5;4000;85;5;1508;37;2325;52;81;39;28;9;1337
KI_84;<3468, 5, 958>;False;0;474;0;0;0;50;0;0;2;100;26;2478;46;102;3325;87;776;57;53;2703;35;910;82;70;55;44;26;2321;3622;47;2665;48;30;3476;72;306;40;46;1745;57;756;69;49;70;72;77;2654
KI_85;<3468, 5, 958>;False;0;521;0;0;0;50;0;0;2;646;94;2337;44;68;1747;54;2849;100;13;769;16;267;51;35;36;47;13;225;1082;77;2124;55;69;1564;50;2585;87;26;3341;36;2805;75;82;65;42;24;3078
KI_86;<3468, 5, 958>;False;0;664;0;0;0;50;0;0;2;3525;99;1948;19;71;1565;34;865;70;126;1411;100;1442;68;111;21;77;30;1182;3509;93;1424;8;50;1748;51;937;30;24;1672;54;2517;55;54;39;49;53;2501
