Name;Coord;Winner;Fitness;GameTime;Score;deffScore;suppScore;townLifeDeviation;supportActions;attackActions;dominanceLevel;deff-ConquerRadius;deff-AttackMinLife;deff-SupportRadius;deff-SupportMaxCap;deff-SupportMinCap;off-ConquerRadius;off-AttackMinLife;off-SupportRadius;off-SupportMaxCap;off-SupportMinCap;supp-ConquerRadius;supp-AttackMinLife;supp-SupportRadius;supp-SupportMaxCap;supp-SupportMinCap;SupportTownRatio;DeffTownRatio;AtkTownRatio;CategorisationRadius
KI_112;<3468, 5, 958>;True;69.013732833957548;1033;17.777777777777779;40;11.235955056179774;8.8;0;18;3;1279;74;1775;71;29;3208;26;4000;5;101;3267;85;824;45;60;44;56;51;435
KI_113;<3468, 5, 958>;False;81;891;1;80;0;50;0;16;3;2530;48;2050;37;64;3264;22;2222;64;52;2096;61;2967;71;64;63;20;100;235
KI_114;<3468, 5, 958>;False;81;736;1;80;0;50;0;15;3;3256;26;2230;13;69;2649;8;658;95;73;1992;25;2884;35;86;38;25;42;993
KI_115;<3468, 5, 958>;False;81;809;1;80;0;50;0;15;3;1572;48;1442;47;38;2099;41;1598;62;47;1672;73;1352;31;65;60;60;47;656
KI_116;<3468, 5, 958>;False;81;868;1;80;0;50;0;14;3;1722;26;464;37;40;2016;40;3459;49;63;1974;43;1458;18;16;57;38;47;361
KI_117;<3468, 5, 958>;False;81;771;1;80;0;50;0;11;3;1655;98;2539;72;14;2758;32;4000;5;101;762;106;3310;45;61;0;0;35;546
KI_118;<3468, 5, 958>;True;141.16003943476832;527;5.2941176470588234;80;55.865921787709496;1.69;0;34;3;364;78;3069;18;13;3394;6;2963;7;94;685;77;286;90;79;94;15;1;3601
KI_119;<3468, 5, 958>;False;81;738;1;80;0;50;0;8;3;100;5;3459;111;110;3032;27;1737;41;74;1991;48;1803;30;23;56;37;46;414
KI_120;<3468, 5, 958>;True;100.52787006275379;847;12.222222222222221;80;8.3056478405315612;11.94;0;18;3;3345;51;1471;51;65;3508;34;2055;39;46;1922;33;2492;72;133;45;74;83;307
KI_121;<3468, 5, 958>;True;129.46517891496728;495;5.2173913043478262;80;44.247787610619461;2.16;0;69;3;3542;24;281;55;95;1749;5;1798;45;55;2879;54;2727;71;16;77;1;11;3105
KI_122;<3468, 5, 958>;True;86.062801932367137;623;8.88888888888889;50;27.173913043478258;3.58;0;36;3;3151;34;1701;58;50;3007;5;1011;5;75;1206;46;2440;54;19;92;37;5;579
KI_123;<3468, 5, 958>;True;91.086288173806111;929;14.117647058823529;70;6.9686411149825789;14.25;0;17;3;164;92;157;90;6;3418;32;2448;94;13;1639;65;3059;42;70;81;87;49;651
KI_124;<3468, 5, 958>;True;65.14066496163683;900;12.352941176470589;40;12.787723785166241;7.72;2;34;3;100;5;4000;113;142;2926;22;1612;72;35;1826;40;1850;18;14;49;35;56;241
KI_125;<3468, 5, 958>;True;102.30286738351255;846;12.222222222222221;80;10.080645161290322;9.82;0;18;3;100;5;3459;111;110;3032;27;1737;41;74;1991;48;1803;30;23;56;37;46;414
KI_126;<3468, 5, 958>;True;123.85829803619561;430;6.1224489795918364;80;37.735849056603776;2.55;0;49;3;3542;24;281;55;95;1749;5;1798;45;55;2879;54;2727;71;16;77;1;11;3105
KI_127;<3468, 5, 958>;True;101.17147328414934;830;11.111111111111111;80;10.06036217303823;9.84;0;18;3;100;5;3459;111;110;3032;27;1737;41;74;1991;48;1803;30;23;56;37;46;414
KI_128;<3468, 5, 958>;True;132.24504504504506;389;7.2;80;45.045045045045043;2.12;0;25;3;379;75;3401;13;5;3348;6;2922;12;88;740;76;145;109;81;96;7;0;4000
KI_129;<3468, 5, 958>;True;103.41914191419143;575;8.6666666666666661;70;24.752475247524753;3.94;0;30;3;3432;56;2794;39;58;2895;9;1360;10;71;495;73;2030;49;42;88;50;10;903
KI_130;<3468, 5, 958>;False;81;1070;1;80;0;50;0;10;3;2258;81;2157;64;32;3008;32;3351;16;82;1172;80;3020;54;86;5;9;41;514
KI_131;<3468, 5, 958>;False;81;1031;1;80;0;50;0;18;3;2173;39;1045;31;72;3010;24;1723;32;62;3859;33;2193;31;81;100;0;49;1037
KI_132;<3468, 5, 958>;False;81;670;1;80;0;50;0;13;3;100;5;4000;123;154;2717;16;1887;62;50;1752;67;1447;27;50;53;28;45;367
KI_133;<3468, 5, 958>;False;81;776;1;80;0;50;0;14;3;2773;5;100;91;31;2537;39;2943;57;51;1520;25;2539;57;5;49;29;33;672
KI_134;<3468, 5, 958>;False;81;800;1;80;0;50;0;10;3;3035;8;2212;71;82;2294;18;345;61;33;1343;59;267;19;9;54;78;98;394
KI_135;<3468, 5, 958>;False;81;1007;1;80;0;50;0;12;3;1184;100;2783;68;5;2940;35;3809;19;85;715;103;2896;42;62;0;55;15;629
KI_136;<3468, 5, 958>;False;81;846;1;80;0;50;0;12;3;3011;48;425;81;59;3545;37;2492;46;92;1906;80;3751;26;79;69;30;12;1042
KI_137;<3468, 5, 958>;False;81;943;1;80;0;50;0;11;3;2166;88;2061;72;35;2933;35;4000;5;120;2191;94;1530;24;71;0;2;52;1640
KI_138;<3468, 5, 958>;False;81;831;1;80;0;50;0;12;3;3265;88;1701;83;69;3002;37;3745;24;80;422;84;264;24;69;0;79;7;666
KI_139;<3468, 5, 958>;False;81;879;1;80;0;50;0;10;3;2542;26;2089;71;67;2275;17;271;62;31;2875;79;710;39;49;56;83;100;384
KI_140;<3468, 5, 958>;False;81;860;1;80;0;50;0;13;3;1655;98;2539;72;14;2758;32;4000;5;101;762;106;3310;45;61;0;0;35;546
KI_141;<3468, 5, 958>;False;71;891;1;70;0;50;0;16;4;1655;98;2539;72;14;2758;32;4000;5;101;762;106;3310;45;61;0;0;35;546
KI_142;<3468, 5, 958>;True;69.804429105550753;641;7.0175438596491224;30;32.786885245901637;2.95;0;57;4;1766;94;1368;83;23;2160;6;938;59;28;2009;37;2409;48;54;37;0;33;158
KI_143;<3468, 5, 958>;True;113.08796173266012;516;5.352112676056338;70;37.735849056603776;2.55;0;71;4;2451;59;2674;38;64;1682;5;1982;54;66;3882;50;670;41;65;93;0;15;3588
KI_144;<3468, 5, 958>;True;43.510802775024779;1078;13.6;20;9.9108027750247771;9.99;0;25;4;1279;74;1775;71;29;3208;26;4000;5;101;3267;85;824;45;60;44;56;51;435
KI_145;<3468, 5, 958>;True;43.402219670876391;686;7.7611940298507465;10;25.641025641025642;3.8;0;67;4;3542;24;281;55;95;1749;5;1798;45;55;2879;54;2727;71;16;77;1;11;3105
KI_146;<3468, 5, 958>;False;71;876;1;70;0;50;0;16;4;2452;30;3138;81;46;2093;44;328;79;90;2006;37;2143;36;24;83;54;68;215
KI_147;<3468, 5, 958>;True;120.21662763466041;525;5.5737704918032787;70;44.642857142857139;2.14;0;61;4;3542;24;281;55;95;1749;5;1798;45;55;2879;54;2727;71;16;77;1;11;3105
KI_148;<3468, 5, 958>;False;71;805;1;70;0;50;0;10;4;1530;101;2617;73;10;2549;31;4000;5;116;1792;41;2582;68;124;0;0;13;651
KI_149;<3468, 5, 958>;False;71;887;1;70;0;50;0;14;4;1655;98;2539;72;14;2758;32;4000;5;101;762;106;3310;45;61;0;0;35;546
KI_150;<3468, 5, 958>;False;71;835;1;70;0;50;0;11;4;1655;98;2539;72;14;2758;32;4000;5;101;762;106;3310;45;61;0;0;35;546
KI_151;<3468, 5, 958>;False;71;802;1;70;0;50;0;10;4;1279;74;1775;71;29;3208;26;4000;5;101;3267;85;824;45;60;44;56;51;435
KI_152;<3468, 5, 958>;True;61.9015047879617;493;8.3720930232558146;30;23.529411764705884;4.15;0;43;4;100;10;237;62;78;2750;5;2653;15;45;2008;28;3127;37;67;99;83;0;617
KI_153;<3468, 5, 958>;True;92.72787427626136;537;5.8461538461538458;60;26.881720430107524;3.62;0;65;4;3542;24;281;55;95;1749;5;1798;45;55;2879;54;2727;71;16;77;1;11;3105
KI_154;<3468, 5, 958>;True;75.391891891891888;658;8.5;50;16.891891891891891;5.82;0;40;4;3432;56;2794;39;58;2895;9;1360;10;71;495;73;2030;49;42;88;50;10;903
KI_155;<3468, 5, 958>;True;105.0429389312977;474;6.875;60;38.167938931297705;2.52;0;32;4;364;78;3069;18;13;3394;6;2963;7;94;685;77;286;90;79;94;15;1;3601
KI_156;<3468, 5, 958>;True;92.020040080160328;733;12;70;10.020040080160321;9.88;10;20;4;2640;51;2206;36;62;3242;23;2369;75;48;4000;17;1716;9;92;91;13;45;928
KI_157;<3468, 5, 958>;False;71;763;1;70;0;50;0;8;4;1655;98;2539;72;14;2758;32;4000;5;101;762;106;3310;45;61;0;0;35;546
KI_158;<3468, 5, 958>;False;71;776;1;70;0;50;0;10;4;1655;98;2539;72;14;2758;32;4000;5;101;762;106;3310;45;61;0;0;35;546
KI_159;<3468, 5, 958>;False;71;773;1;70;0;50;0;14;4;3009;31;2081;46;67;2234;33;1308;41;39;1570;47;1262;27;42;39;28;45;973
KI_160;<3468, 5, 958>;False;71;793;1;70;0;50;0;10;4;2039;38;1353;40;74;3332;22;1754;29;64;4000;32;2126;30;83;93;13;43;964
KI_161;<3468, 5, 958>;False;71;625;1;70;0;50;0;14;4;713;120;1493;82;5;2407;6;2037;84;28;1590;80;1206;26;69;64;65;48;571
KI_162;<3468, 5, 958>;False;71;692;1;70;0;50;0;15;4;3256;26;2230;13;69;2649;8;658;95;73;1992;25;2884;35;86;38;25;42;993
KI_163;<3468, 5, 958>;False;71;823;1;70;0;50;0;18;4;1165;107;1562;76;5;2230;27;2106;81;30;776;81;1566;18;73;66;65;48;517
KI_164;<3468, 5, 958>;False;71;918;1;70;0;50;0;10;4;2328;25;403;42;58;1857;19;2471;46;58;2628;50;2376;56;16;61;29;38;994
KI_165;<3468, 5, 958>;False;71;848;1;70;0;50;0;10;4;1839;53;1681;66;68;2874;19;2146;70;32;2508;40;651;63;53;79;0;6;3343
KI_166;<3468, 5, 958>;False;71;835;1;70;0;50;0;10;4;1655;98;2539;72;14;2758;32;4000;5;101;762;106;3310;45;61;0;0;35;546
KI_167;<3468, 5, 958>;False;71;712;1;70;0;50;0;8;4;325;84;2239;28;76;2731;14;2380;94;18;521;78;702;31;73;78;69;4;342
KI_168;<3468, 5, 958>;False;71;779;1;70;0;50;0;10;4;1655;98;2539;72;14;2758;32;4000;5;101;762;106;3310;45;61;0;0;35;546
KI_169;<3468, 5, 958>;False;71;744;1;70;0;50;0;10;4;100;5;3459;111;110;3032;27;1737;41;74;1991;48;1803;30;23;56;37;46;414
KI_170;<3468, 5, 958>;False;71;826;1;70;0;50;0;12;4;1279;74;1775;71;29;3208;26;4000;5;101;3267;85;824;45;60;44;56;51;435
KI_171;<3468, 5, 958>;False;71;726;1;70;0;50;0;8;4;1655;98;2539;72;14;2758;32;4000;5;101;762;106;3310;45;61;0;0;35;546
KI_172;<3468, 5, 958>;False;71;894;1;70;0;50;0;10;4;164;92;157;90;6;3418;32;2448;94;13;1639;65;3059;42;70;81;87;49;651
KI_173;<3468, 5, 958>;False;71;840;1;70;0;50;0;10;4;1683;57;1833;51;27;2706;32;3926;6;99;1002;95;3295;47;68;0;0;15;207
KI_174;<3468, 5, 958>;False;71;930;1;70;0;50;0;10;4;3422;52;1456;57;66;3008;34;3122;56;49;2525;25;2059;21;58;44;73;79;395
KI_175;<3468, 5, 958>;False;71;805;1;70;0;50;0;10;4;1655;98;2539;72;14;2758;32;4000;5;101;762;106;3310;45;61;0;0;35;546
KI_176;<3468, 5, 958>;False;71;879;1;70;0;50;0;10;4;1722;26;464;37;40;2016;40;3459;49;63;1974;43;1458;18;16;57;38;47;361
KI_177;<3468, 5, 958>;False;71;897;1;70;0;50;0;16;4;1280;68;1977;91;48;2740;19;1470;47;58;1997;44;2016;36;33;58;42;47;451
KI_178;<3468, 5, 958>;False;71;772;1;70;0;50;0;12;4;2595;7;385;76;41;2252;29;1955;29;52;1925;37;2375;53;10;100;24;0;100
KI_179;<3468, 5, 958>;False;71;859;1;70;0;50;0;10;4;1676;68;2017;57;24;2175;35;3161;23;82;2061;52;3231;61;101;0;0;9;100
KI_180;<3468, 5, 958>;False;71;815;1;70;0;50;0;8;4;1268;22;1788;38;56;2123;44;2714;70;48;231;110;3914;101;52;66;39;7;506
KI_181;<3468, 5, 958>;False;71;829;1;70;0;50;0;8;4;1279;74;1775;71;29;3208;26;4000;5;101;3267;85;824;45;60;44;56;51;435
KI_182;<3468, 5, 958>;False;71;631;1;70;0;50;0;11;4;3432;56;2794;39;58;2895;9;1360;10;71;495;73;2030;49;42;88;50;10;903
KI_183;<3468, 5, 958>;False;71;801;1;70;0;50;0;8;4;1655;98;2539;72;14;2758;32;4000;5;101;762;106;3310;45;61;0;0;35;546
KI_184;<3468, 5, 958>;False;71;818;1;70;0;50;0;8;4;100;5;3459;111;110;3032;27;1737;41;74;1991;48;1803;30;23;56;37;46;414
KI_185;<3468, 5, 958>;True;85.815098327276473;677;4.9382716049382713;60;20.876826722338205;4.69;0;81;5;3542;24;281;55;95;1749;5;1798;45;55;2879;54;2727;71;16;77;1;11;3105
KI_186;<3468, 5, 958>;False;61;736;1;60;0;50;0;8;5;2564;81;1682;77;63;3020;45;4000;6;98;1258;51;2603;32;46;1;77;7;597
KI_187;<3468, 5, 958>;True;77.425098624586852;591;5.3012048192771086;50;22.123893805309738;4.42;0;83;5;3542;24;281;55;95;1749;5;1798;45;55;2879;54;2727;71;16;77;1;11;3105
KI_188;<3468, 5, 958>;True;26.789872876829403;666;7.0270270270270272;0;19.762845849802375;4.96;0;74;5;3542;24;281;55;95;1749;5;1798;45;55;2879;54;2727;71;16;77;1;11;3105
KI_189;<3468, 5, 958>;False;61;784;1;60;0;50;0;8;5;2170;85;2612;62;26;2832;19;2572;7;84;689;97;2960;46;55;18;10;29;619
KI_190;<3468, 5, 958>;False;61;765;1;60;0;50;0;10;5;1655;98;2539;72;14;2758;32;4000;5;101;762;106;3310;45;61;0;0;35;546
KI_191;<3468, 5, 958>;False;61;835;1;60;0;50;0;10;5;164;92;157;90;6;3418;32;2448;94;13;1639;65;3059;42;70;81;87;49;651
KI_192;<3468, 5, 958>;False;61;783;1;60;0;50;0;10;5;593;16;420;103;8;2907;22;1589;78;28;2749;83;1584;81;60;73;42;18;896
KI_193;<3468, 5, 958>;True;84.324853228962823;623;5.7534246575342465;50;28.571428571428573;3.4;0;73;5;3542;24;281;55;95;1749;5;1798;45;55;2879;54;2727;71;16;77;1;11;3105
KI_194;<3468, 5, 958>;True;80.501355013550139;639;6.1111111111111107;50;24.390243902439025;4;0;72;5;3542;24;281;55;95;1749;5;1798;45;55;2879;54;2727;71;16;77;1;11;3105
KI_195;<3468, 5, 958>;True;58.962252320040129;574;6.3888888888888893;30;22.573363431151243;4.33;0;72;5;3542;24;281;55;95;1749;5;1798;45;55;2879;54;2727;71;16;77;1;11;3105
KI_196;<3468, 5, 958>;True;74.230113425754325;580;6.8085106382978724;50;17.421602787456447;5.64;0;47;5;100;10;237;62;78;2750;5;2653;15;45;2008;28;3127;37;67;99;83;0;617
KI_197;<3468, 5, 958>;False;61;783;1;60;0;50;0;6;5;1165;107;1562;76;5;2230;27;2106;81;30;776;81;1566;18;73;66;65;48;517
KI_198;<3468, 5, 958>;False;61;713;1;60;0;50;0;8;5;1655;98;2539;72;14;2758;32;4000;5;101;762;106;3310;45;61;0;0;35;546
KI_199;<3468, 5, 958>;False;61;670;1;60;0;50;0;8;5;3035;8;2212;71;82;2294;18;345;61;33;1343;59;267;19;9;54;78;98;394
KI_0;<3468, 5, 958>;False;111;1089;1;110;0;50;0;22;1;3035;8;2212;71;82;2294;18;345;61;33;1343;59;267;19;9;54;78;98;394
KI_1;<3468, 5, 958>;False;131;916;1;130;0;50;0;20;1;3256;26;2230;13;69;2649;8;658;95;73;1992;25;2884;35;86;38;25;42;993
KI_2;<3468, 5, 958>;False;101;908;1;100;0;50;0;14;1;2113;16;2255;86;76;3117;19;1525;26;80;3762;23;1390;57;78;46;22;62;1072
KI_3;<3468, 5, 958>;False;111;909;1;110;0;50;0;20;1;1913;75;1908;67;37;2352;33;3641;62;48;3426;61;3339;24;42;64;19;38;714
KI_4;<3468, 5, 958>;False;111;1010;1;110;0;50;0;14;1;1420;61;2027;69;62;3790;32;2431;91;14;2443;38;287;62;60;63;8;35;1788
KI_5;<3468, 5, 958>;False;131;1190;1;130;0;50;0;16;1;164;92;157;90;6;3418;32;2448;94;13;1639;65;3059;42;70;81;87;49;651
KI_6;<3468, 5, 958>;False;131;853;1;130;0;1;0;23;1;712;30;3697;24;82;1448;13;1364;36;65;731;71;2228;50;45;85;31;3;1224
KI_7;<3468, 5, 958>;True;100.42523176138653;671;18.333333333333332;70;12.091898428053206;8.17;0;12;1;3157;63;2939;34;52;3180;24;2805;108;38;878;81;3507;98;52;70;19;88;391
KI_8;<3468, 5, 958>;True;120.85776330076004;424;20;90;10.857763300760045;9.11;2;6;1;3877;94;632;83;87;3520;10;1800;88;51;2758;45;1607;29;82;13;74;6;665
KI_9;<3468, 5, 958>;False;101;767;1;100;0;50;0;12;1;1655;98;2539;72;14;2758;32;4000;5;101;762;106;3310;45;61;0;0;35;546
KI_10;<3468, 5, 958>;True;193.80341880341879;337;8.3333333333333339;100;85.470085470085465;1.07;0;12;1;1766;94;1368;83;23;2160;6;938;59;28;2009;37;2409;48;54;37;0;33;158
KI_11;<3468, 5, 958>;False;101;776;1;100;0;50;0;19;1;3256;26;2230;13;69;2649;8;658;95;73;1992;25;2884;35;86;38;25;42;993
KI_12;<3468, 5, 958>;False;101;744;1;100;0;50;0;12;1;3048;14;1397;74;32;2214;30;1766;36;55;2057;29;1233;56;33;95;37;19;100
KI_13;<3468, 5, 958>;False;171;773;1;170;0;50;0;39;1;100;10;237;62;78;2750;5;2653;15;45;2008;28;3127;37;67;99;83;0;617
KI_14;<3468, 5, 958>;False;111;765;1;110;0;50;0;14;1;100;5;4000;141;138;2853;29;2039;42;72;1994;49;1877;32;24;56;37;46;376
KI_15;<3468, 5, 958>;True;117.24713242961418;1022;12.380952380952381;100;4.8661800486618008;20.45;5;21;1;1611;23;1974;38;59;2919;12;2836;93;46;2454;21;2330;58;46;33;18;45;634
KI_16;<3468, 5, 958>;True;132.24795640326977;409;5;100;27.247956403269754;3.57;0;24;1;3634;25;2610;36;33;3135;11;2190;46;46;2079;70;757;22;50;67;100;1;1584
KI_17;<3468, 5, 958>;True;127.51313485113835;450;10;100;17.513134851138354;5.61;0;12;1;3519;63;1459;52;33;3507;13;1850;25;51;3469;59;3216;21;41;26;4;88;3808
KI_18;<3468, 5, 958>;True;139.5218198700093;398;11.666666666666666;100;27.855153203342617;3.49;0;12;1;2937;8;2138;68;78;2236;11;100;56;24;2421;50;2675;82;54;57;88;100;100
KI_19;<3468, 5, 958>;True;147.21946609969288;276;7.0588235294117645;100;40.160642570281119;2.39;0;17;1;788;16;531;97;15;3716;5;160;89;12;2666;84;1612;80;61;86;35;7;476
KI_20;<3468, 5, 958>;True;122.90359168241966;388;14;90;18.903591682419659;5.19;0;10;1;3597;70;3170;23;57;3767;11;3066;127;39;2123;40;3177;78;66;43;18;78;475
KI_21;<3468, 5, 958>;True;119.5627261761158;599;17.5;90;12.062726176115804;8.19;0;8;1;1279;74;1775;71;29;3208;26;4000;5;101;3267;85;824;45;60;44;56;51;435
KI_22;<3468, 5, 958>;False;151;1037;1;150;0;50;0;19;1;2173;87;2063;71;35;2693;21;3104;41;78;2410;99;1648;23;71;16;18;50;1361
KI_23;<3468, 5, 958>;True;137.06976744186048;266;8;100;29.069767441860467;3.34;0;15;1;788;16;531;97;15;3716;5;160;89;12;2666;84;1612;80;61;86;35;7;476
KI_24;<3468, 5, 958>;True;152.39172592113769;420;7.1428571428571432;100;45.248868778280546;2.11;0;28;1;3542;24;281;55;95;1749;5;1798;45;55;2879;54;2727;71;16;77;1;11;3105
KI_25;<3468, 5, 958>;True;174.69387755102042;253;6.666666666666667;100;68.027210884353735;1.37;0;15;1;364;78;3069;18;13;3394;6;2963;7;94;685;77;286;90;79;94;15;1;3601
KI_26;<3468, 5, 958>;True;128.78618113912231;350;7.7777777777777777;100;21.008403361344538;4.66;0;18;1;788;16;531;97;15;3716;5;160;89;12;2666;84;1612;80;61;86;35;7;476
KI_27;<3468, 5, 958>;True;162.39147592738752;325;7.1428571428571432;100;55.248618784530386;1.71;0;14;1;1766;94;1368;83;23;2160;6;938;59;28;2009;37;2409;48;54;37;0;33;158
KI_28;<3468, 5, 958>;True;128.96648044692736;455;15;100;13.966480446927376;7.06;0;8;1;2039;38;1353;40;74;3332;22;1754;29;64;4000;32;2126;30;83;93;13;43;964
KI_29;<3468, 5, 958>;True;142.660671521431;588;4.0506329113924053;100;38.610038610038607;2.49;0;79;1;3542;24;281;55;95;1749;5;1798;45;55;2879;54;2727;71;16;77;1;11;3105
KI_30;<3468, 5, 958>;True;121.41552511415526;608;20;90;11.415525114155251;8.66;0;8;1;1279;74;1775;71;29;3208;26;4000;5;101;3267;85;824;45;60;44;56;51;435
KI_31;<3468, 5, 958>;True;162.05273069679851;248;5.5555555555555554;100;56.497175141242934;1.67;0;18;1;3431;55;2793;38;57;3124;5;1222;5;77;200;76;2132;50;39;100;58;2;100
KI_32;<3468, 5, 958>;True;109.18884394294231;657;14.285714285714287;80;14.903129657228018;6.61;0;14;1;1977;13;1012;24;92;3313;22;1858;27;66;2299;90;1565;24;71;43;7;47;1324
KI_33;<3468, 5, 958>;True;139.67003367003366;280;6;100;33.670033670033668;2.87;0;20;1;2797;42;2788;32;47;3279;7;2033;48;39;2408;49;1483;36;60;70;100;0;1486
KI_34;<3468, 5, 958>;True;149.31693989071039;319;8.3333333333333339;100;40.983606557377051;2.34;0;12;1;1766;94;1368;83;23;2160;6;938;59;28;2009;37;2409;48;54;37;0;33;158
KI_35;<3468, 5, 958>;True;119.28668171557563;695;18;90;11.286681715575622;8.76;0;10;1;3345;51;1471;51;65;3508;34;2055;39;46;1922;33;2492;72;133;45;74;83;307
KI_36;<3468, 5, 958>;True;123.43137254901961;554;11.666666666666666;100;11.764705882352942;8.4;0;12;1;1279;74;1775;71;29;3208;26;4000;5;101;3267;85;824;45;60;44;56;51;435
KI_37;<3468, 5, 958>;True;144.2948717948718;453;5.833333333333333;100;38.46153846153846;2.5;0;48;1;3542;24;281;55;95;1749;5;1798;45;55;2879;54;2727;71;16;77;1;11;3105
KI_38;<3468, 5, 958>;True;125.71811361200429;634;15;100;10.718113612004288;9.23;0;12;1;3345;51;1471;51;65;3508;34;2055;39;46;1922;33;2492;72;133;45;74;83;307
KI_39;<3468, 5, 958>;False;121;1083;1;120;0;50;0;14;1;2173;39;1045;31;72;3010;24;1723;32;62;3859;33;2193;31;81;100;0;49;1037
KI_40;<3468, 5, 958>;True;161.80926916221034;319;8.3333333333333339;100;53.475935828877;1.77;0;12;1;1766;94;1368;83;23;2160;6;938;59;28;2009;37;2409;48;54;37;0;33;158
KI_41;<3468, 5, 958>;True;135.76923076923077;492;5;100;30.76923076923077;3.15;0;52;1;3542;24;281;55;95;1749;5;1798;45;55;2879;54;2727;71;16;77;1;11;3105
KI_42;<3468, 5, 958>;True;129.16430594900851;479;15;100;14.164305949008499;6.96;0;8;1;1279;74;1775;71;29;3208;26;4000;5;101;3267;85;824;45;60;44;56;51;435
KI_43;<3468, 5, 958>;True;125.27898694103681;476;11.428571428571429;100;13.850415512465375;7.12;0;14;1;2978;21;668;59;94;3095;12;2190;26;88;1703;47;1780;21;30;74;14;56;746
KI_44;<3468, 5, 958>;True;122.01923076923077;444;20;90;12.019230769230768;8.22;0;6;1;1354;78;1927;71;26;3206;26;4000;5;101;100;114;4000;45;61;43;55;50;436
KI_45;<3468, 5, 958>;True;120.12145748987854;593;20;90;10.121457489878544;9.78;0;6;1;3345;51;1471;51;65;3508;34;2055;39;46;1922;33;2492;72;133;45;74;83;307
KI_46;<3468, 5, 958>;True;135.46099290780143;323;10;90;35.460992907801412;2.72;0;14;1;2367;5;100;46;52;3288;8;3001;10;91;927;70;506;76;67;53;40;51;100
KI_47;<3468, 5, 958>;True;182.40740740740739;328;8.3333333333333339;100;74.074074074074076;1.25;0;12;1;1766;94;1368;83;23;2160;6;938;59;28;2009;37;2409;48;54;37;0;33;158
KI_48;<3468, 5, 958>;True;148.66824805150796;320;4.615384615384615;100;44.052863436123346;2.17;0;26;1;788;16;531;97;15;3716;5;160;89;12;2666;84;1612;80;61;86;35;7;476
KI_49;<3468, 5, 958>;True;133.09617918313569;305;13.333333333333334;100;19.762845849802375;4.96;0;6;1;2113;16;2255;86;76;3117;19;1525;26;80;3762;23;1390;57;78;46;22;62;1072
KI_50;<3468, 5, 958>;True;145.96153846153845;360;7.5;100;38.46153846153846;2.5;0;16;1;1766;94;1368;83;23;2160;6;938;59;28;2009;37;2409;48;54;37;0;33;158
KI_51;<3468, 5, 958>;True;182.62032085561498;246;9.0909090909090917;100;73.529411764705884;1.26;0;11;1;379;75;3401;13;5;3348;6;2922;12;88;740;76;145;109;81;96;7;0;4000
KI_52;<3468, 5, 958>;True;155.8068118369626;229;5.5555555555555554;100;50.251256281407038;1.89;0;18;1;788;16;531;97;15;3716;5;160;89;12;2666;84;1612;80;61;86;35;7;476
KI_53;<3468, 5, 958>;True;126.50987224157956;274;11.666666666666666;80;34.843205574912893;2.77;0;12;1;2797;42;2788;32;47;3279;7;2033;48;39;2408;49;1483;36;60;70;100;0;1486
KI_54;<3468, 5, 958>;True;129.06906906906906;465;15.555555555555555;100;13.513513513513514;7.3;0;9;1;3157;63;2939;34;52;3180;24;2805;108;38;878;81;3507;98;52;70;19;88;391
KI_55;<3468, 5, 958>;True;144.59229390681003;381;8.75;100;35.842293906810035;2.69;0;16;1;1766;94;1368;83;23;2160;6;938;59;28;2009;37;2409;48;54;37;0;33;158
KI_56;<3468, 5, 958>;False;111;742;1;110;0;50;0;20;1;3432;56;2794;39;58;2895;9;1360;10;71;495;73;2030;49;42;88;50;10;903
KI_57;<3468, 5, 958>;True;123.07923960097872;441;12.727272727272727;100;10.351966873706004;9.56;2;11;1;3877;94;632;83;87;3520;10;1800;88;51;2758;45;1607;29;82;13;74;6;665
KI_58;<3468, 5, 958>;True;161.55405405405406;267;7.5;100;54.054054054054049;1.75;0;16;1;1187;71;1846;68;33;2746;5;2073;19;20;834;101;3299;44;61;77;65;7;601
KI_59;<3468, 5, 958>;True;128.69820828667415;487;17.5;100;11.198208286674133;8.83;0;8;1;1279;74;1775;71;29;3208;26;4000;5;101;3267;85;824;45;60;44;56;51;435
KI_60;<3468, 5, 958>;True;110.08450704225352;540;16;80;14.084507042253522;7;0;15;1;2039;38;1353;40;74;3332;22;1754;29;64;4000;32;2126;30;83;93;13;43;964
KI_61;<3468, 5, 958>;True;150.14492753623188;311;6.666666666666667;100;43.478260869565212;2.2;0;24;1;100;10;237;62;78;2750;5;2653;15;45;2008;28;3127;37;67;99;83;0;617
KI_62;<3468, 5, 958>;True;128;352;12;100;16;6.15;0;10;1;465;5;100;106;15;3965;5;100;110;5;840;105;3239;46;61;26;10;26;524
KI_63;<3468, 5, 958>;True;129.88183807439825;428;8;100;21.881838074398253;4.47;0;20;1;1703;16;1722;89;57;3376;12;933;53;50;2223;108;1701;89;54;100;39;0;263
KI_64;<3468, 5, 958>;True;162.21146085552863;456;5.7142857142857144;100;56.497175141242934;1.67;0;35;1;3542;24;281;55;95;1749;5;1798;45;55;2879;54;2727;71;16;77;1;11;3105
KI_65;<3468, 5, 958>;True;133.25252525252526;419;8;100;25.252525252525253;3.86;0;20;1;100;10;237;62;78;2750;5;2653;15;45;2008;28;3127;37;67;99;83;0;617
