Name;Coord;Winner;Fitness;GameTime;Score;deffScore;suppScore;townLifeDeviation;supportActions;attackActions;dominanceLevel;deff1-ConquerRadius;deff1-AttackMinLife;deff1-SupportRadius;deff1-SupportMaxCap;deff1-SupportMinCap;off1-ConquerRadius;off1-AttackMinLife;off1-SupportRadius;off1-SupportMaxCap;off1-SupportMinCap;supp1-ConquerRadius;supp1-AttackMinLife;supp1-SupportRadius;supp1-SupportMaxCap;supp1-SupportMinCap;SupportTownRatio1;DeffTownRatio1;AtkTownRatio1;CategorisationRadius1;deff2-ConquerRadius;deff2-AttackMinLife;deff2-SupportRadius;deff2-SupportMaxCap;deff2-SupportMinCap;off2-ConquerRadius;off2-AttackMinLife;off2-SupportRadius;off2-SupportMaxCap;off2-SupportMinCap;supp2-ConquerRadius;supp2-AttackMinLife;supp2-SupportRadius;supp2-SupportMaxCap;supp2-SupportMinCap;SupportTownRatio;DeffTownRatio;AtkTownRatio;CategorisationRadius
KI_154;<3468, 5, 958>;False;2;485;2;0;0;50;0;2;2;812;81;1235;52;58;936;45;590;32;61;264;74;4000;45;5;51;8;9;972;2613;17;3003;51;47;276;59;1396;28;58;3106;55;462;73;65;30;22;30;2739
KI_155;<3468, 5, 958>;False;-45;578;15;-60;0;50;0;15;2;1012;80;596;57;63;3924;9;3766;34;63;3584;45;550;72;43;37;17;82;258;3414;66;2660;36;87;2763;42;2576;59;80;3309;42;436;85;99;94;26;35;3812
KI_156;<3468, 5, 958>;False;-26;508;14;-40;0;50;0;14;2;1012;80;596;57;63;3924;9;3766;34;63;3584;45;550;72;43;37;17;82;258;3414;66;2660;36;87;2763;42;2576;59;80;3309;42;436;85;99;94;26;35;3812
KI_157;<3468, 5, 958>;False;-84;742;16;-100;0;50;0;16;2;2408;37;3361;11;41;1799;38;1274;36;89;1730;5;716;5;75;27;18;15;864;2839;66;4000;5;70;4000;103;4000;9;33;3452;66;3790;94;32;19;8;37;1937
KI_158;<3468, 5, 958>;False;-29;694;11;-40;0;50;0;11;2;380;41;574;41;42;1163;21;2827;62;10;3696;28;567;92;88;33;8;36;149;259;8;1988;85;63;998;21;2993;36;69;3423;35;3666;68;70;12;96;97;708
KI_159;<3468, 5, 958>;False;-38;686;12;-50;0;50;0;12;2;1843;47;2751;29;18;2799;35;2111;46;34;1283;33;1896;28;66;26;0;100;2436;4000;36;1161;14;144;1067;45;4000;68;86;3920;35;1038;90;98;43;15;7;2288
KI_160;<3468, 5, 958>;False;-2;575;8;-10;0;50;0;8;2;1032;34;542;48;29;2317;43;447;16;57;436;25;3337;38;25;94;100;33;135;1364;28;100;29;28;1730;30;2999;58;36;4000;19;1169;106;7;77;78;30;1288
KI_161;<3468, 5, 958>;False;-14;587;6;-20;0;50;0;6;2;2408;37;3361;11;41;1799;38;1274;36;89;1730;5;716;5;75;27;18;15;864;2839;66;4000;5;70;4000;103;4000;9;33;3452;66;3790;94;32;19;8;37;1937
KI_162;<3468, 5, 958>;False;-11;492;9;-20;0;50;0;9;2;921;40;1602;33;37;850;12;3169;67;5;3458;31;835;92;65;21;8;57;952;1904;36;3927;15;26;117;6;3901;74;5;3154;36;2522;75;40;21;30;61;674
KI_163;<3468, 5, 958>;False;2;445;2;0;0;50;0;2;2;1468;31;2045;40;47;832;22;282;20;104;1770;19;2389;39;34;16;0;0;961;2511;51;3145;5;73;1805;38;1319;35;90;2355;59;2202;46;68;48;77;71;1375
KI_164;<3468, 5, 958>;False;-64;714;16;-80;0;50;0;16;2;463;44;456;46;44;1057;22;1211;35;64;4000;18;675;81;90;59;0;56;304;1588;51;1842;51;58;1554;11;2913;65;12;3603;51;4000;101;64;32;70;84;1526
KI_165;<3468, 5, 958>;False;-20;556;10;-30;0;50;0;10;2;1922;36;3967;15;26;3064;28;952;38;31;2862;39;1712;82;9;9;10;85;1990;1303;53;1278;31;50;927;68;793;20;30;3981;36;3098;73;124;100;20;21;1035
KI_166;<3468, 5, 958>;False;3;576;3;0;0;50;0;3;2;1851;105;4000;81;107;686;52;2552;78;28;452;35;3218;55;84;30;5;20;694;1308;9;2996;96;52;2754;47;1820;62;43;1482;28;3518;32;78;9;35;32;783
KI_167;<3468, 5, 958>;False;-47;557;13;-60;0;50;0;13;2;480;97;447;66;72;3967;6;3901;28;66;3608;44;466;72;41;21;11;69;1259;3032;56;2078;35;70;2712;43;2517;60;80;3227;41;432;88;114;76;22;42;3283
KI_168;<3468, 5, 958>;False;-22;515;8;-30;0;50;0;8;2;911;46;1749;41;66;2102;21;1620;44;16;100;91;3257;27;53;56;5;48;409;3994;25;4000;43;84;1580;30;2568;49;21;2464;44;1398;59;76;49;28;33;1640
KI_169;<3468, 5, 958>;False;-77;709;23;-100;0;8.5;0;23;2;480;41;654;40;42;1102;18;2897;63;8;3693;28;498;95;88;32;7;35;144;130;5;2576;105;72;992;17;3011;49;40;3415;35;3753;67;69;3;100;100;973
KI_170;<3468, 5, 958>;False;-98;795;22;-120;0;50;0;22;2;1548;54;2584;32;41;3452;19;2224;36;45;2788;38;1830;83;5;14;11;84;1655;1116;70;840;47;58;1198;62;1062;21;32;3602;44;669;72;46;62;18;57;566
KI_171;<3468, 5, 958>;False;1;505;1;0;0;50;0;1;2;812;81;1235;52;58;936;45;590;32;61;264;74;4000;45;5;51;8;9;972;2613;17;3003;51;47;276;59;1396;28;58;3106;55;462;73;65;30;22;30;2739
KI_172;<3468, 5, 958>;False;-116;821;24;-140;0;50;0;24;2;1012;80;596;57;63;3924;9;3766;34;63;3584;45;550;72;43;37;17;82;258;3414;66;2660;36;87;2763;42;2576;59;80;3309;42;436;85;99;94;26;35;3812
KI_173;<3468, 5, 958>;False;-9;478;11;-20;0;50;0;11;2;796;44;968;40;44;926;13;3089;66;5;3954;18;724;77;89;53;0;49;464;1745;49;2145;43;55;1490;14;2542;59;24;3246;40;3976;76;64;32;66;79;1494
KI_174;<3468, 5, 958>;False;1;533;1;0;0;50;0;1;2;1851;105;4000;81;107;686;52;2552;78;28;452;35;3218;55;84;30;5;20;694;1308;9;2996;96;52;2754;47;1820;62;43;1482;28;3518;32;78;9;35;32;783
KI_175;<3468, 5, 958>;False;-32;688;18;-50;0;50;0;18;2;1922;36;3967;15;26;3064;28;952;38;31;2862;39;1712;82;9;9;10;85;1990;1303;53;1278;31;50;927;68;793;20;30;3981;36;3098;73;124;100;20;21;1035
KI_176;<3468, 5, 958>;False;-11;491;9;-20;0;50;0;9;2;796;44;968;40;44;926;13;3089;66;5;3954;18;724;77;89;53;0;49;464;1745;49;2145;43;55;1490;14;2542;59;24;3246;40;3976;76;64;32;66;79;1494
KI_177;<3468, 5, 958>;False;-26;501;14;-40;0;50;0;14;2;2172;47;2942;16;43;3526;11;3289;32;66;2753;22;1172;29;55;39;17;100;100;2795;48;3233;16;55;3215;46;3173;69;77;3670;53;100;112;111;43;19;21;1805
KI_178;<3468, 5, 958>;False;0;558;3;-10;7;50;7;3;2;2467;38;3537;6;38;1115;26;398;22;90;2261;9;1542;5;63;27;17;17;1134;2423;44;3271;6;55;4000;114;4000;26;35;2439;84;3364;79;47;16;8;51;915
KI_179;<3468, 5, 958>;False;4;550;4;0;0;50;0;4;2;1572;59;2240;32;38;1785;43;1521;42;48;269;72;3853;46;8;55;9;0;655;2494;24;3044;39;38;1654;50;2251;42;43;1676;53;1456;67;54;28;24;24;2870
KI_180;<3468, 5, 958>;False;-30;677;10;-40;0;50;0;10;2;2109;44;2999;13;14;3612;35;3760;78;16;527;49;2266;45;70;34;0;77;1988;4000;39;1446;20;120;1399;42;3007;53;75;4000;36;1020;94;100;32;24;5;4000
KI_181;<3468, 5, 958>;False;-11;539;4;-20;5;50;5;4;2;2467;39;3538;6;39;1115;26;398;22;90;2261;9;1542;5;63;27;17;17;1134;2368;51;2931;6;76;4000;97;4000;26;46;2444;86;3407;81;47;18;10;47;943
KI_182;<3468, 5, 958>;False;-30;489;9;-40;1;50;1;9;2;2408;37;3361;11;41;1799;38;1274;36;89;1730;5;716;5;75;27;18;15;864;2839;66;4000;5;70;4000;103;4000;9;33;3452;66;3790;94;32;19;8;37;1937
KI_183;<3468, 5, 958>;False;-12;569;6;-30;12;50;12;6;2;2351;37;3460;13;48;413;12;100;5;134;3138;5;1214;5;61;24;20;0;896;2059;43;2963;17;24;3485;62;3624;49;30;979;55;1977;50;56;27;5;63;1609
KI_184;<3468, 5, 958>;False;-12;522;4;-20;4;50;4;4;2;2467;38;3537;6;38;1115;26;398;22;90;2261;9;1542;5;63;27;17;17;1134;2423;44;3271;6;55;4000;114;4000;26;35;2439;84;3364;79;47;16;8;51;915
KI_185;<3468, 5, 958>;False;-24;560;8;-40;8;50;8;8;2;2467;38;3537;6;38;1115;26;398;22;90;2261;9;1542;5;63;27;17;17;1134;2423;44;3271;6;55;4000;114;4000;26;35;2439;84;3364;79;47;16;8;51;915
KI_186;<3468, 5, 958>;False;-11;624;2;-20;7;50;7;2;2;1591;41;2062;36;26;1347;27;405;20;80;2212;13;1453;8;61;61;79;32;961;1844;50;2722;33;34;2149;38;957;23;51;3428;127;3780;112;53;57;26;16;912
KI_187;<3468, 5, 958>;False;-15;581;6;-30;9;50;9;6;2;2467;38;3537;6;38;1115;26;398;22;90;2261;9;1542;5;63;27;17;17;1134;2423;44;3271;6;55;4000;114;4000;26;35;2439;84;3364;79;47;16;8;51;915
KI_188;<3468, 5, 958>;False;-6;508;2;-10;2;50;2;2;2;1591;41;2062;36;26;1347;27;405;20;80;2212;13;1453;8;61;61;79;32;961;1844;50;2722;33;34;2149;38;957;23;51;3428;127;3780;112;53;57;26;16;912
KI_189;<3468, 5, 958>;False;-19;620;9;-40;12;50;12;9;2;2467;39;3538;6;39;1115;26;398;22;90;2261;9;1542;5;63;27;17;17;1134;2368;51;2931;6;76;4000;97;4000;26;46;2444;86;3407;81;47;18;10;47;943
KI_190;<3468, 5, 958>;False;-14;615;4;-20;2;50;2;4;2;2321;37;3310;12;43;1792;38;1013;44;68;2113;5;100;5;73;14;21;4;726;2329;61;3589;14;70;3804;97;3671;14;30;3715;63;3814;100;28;66;3;59;1777
KI_191;<3468, 5, 958>;False;-14;564;4;-30;12;50;12;4;2;2467;39;3538;6;39;1115;26;398;22;90;2261;9;1542;5;63;27;17;17;1134;2368;51;2931;6;76;4000;97;4000;26;46;2444;86;3407;81;47;18;10;47;943
KI_192;<3468, 5, 958>;False;7;497;6;0;1;50;1;6;2;2444;39;3506;6;39;969;41;553;29;65;1790;24;2121;14;49;32;14;14;1093;2504;32;3397;17;40;1102;26;413;21;89;2288;9;1506;6;63;27;17;17;1136
KI_193;<3468, 5, 958>;False;-14;519;3;-20;3;50;3;3;2;1591;41;2062;36;26;1347;27;405;20;80;2212;13;1453;8;61;61;79;32;961;1844;50;2722;33;34;2149;38;957;23;51;3428;127;3780;112;53;57;26;16;912
KI_194;<3468, 5, 958>;False;-14;579;6;-20;0;50;0;6;2;2408;37;3361;11;41;1799;38;1274;36;89;1730;5;716;5;75;27;18;15;864;2839;66;4000;5;70;4000;103;4000;9;33;3452;66;3790;94;32;19;8;37;1937
KI_195;<3468, 5, 958>;False;0;479;0;0;0;50;0;0;2;1929;35;3960;14;25;100;38;3908;5;23;1637;21;2617;51;19;22;6;62;1519;1245;79;3691;42;71;2719;46;2326;69;88;2355;9;4000;82;31;59;63;91;1026
KI_196;<3468, 5, 958>;False;0;484;0;0;0;50;0;0;2;3119;27;3555;29;54;1946;50;2772;9;35;516;17;3220;40;24;19;9;15;947;2694;34;3774;28;59;3009;54;2000;13;55;2637;20;4000;97;14;66;51;52;936
KI_197;<3468, 5, 958>;False;0;485;0;0;0;50;0;0;2;2506;37;2207;50;32;100;5;1107;92;102;1038;44;2811;57;69;80;13;11;4000;2069;65;3026;49;11;2487;43;1593;36;44;776;74;2079;77;32;75;52;70;2021
KI_198;<3468, 5, 958>;False;2;500;2;0;0;50;0;2;2;1572;59;2240;32;38;1785;43;1521;42;48;269;72;3853;46;8;55;9;0;655;2494;24;3044;39;38;1654;50;2251;42;43;1676;53;1456;67;54;28;24;24;2870
KI_199;<3468, 5, 958>;False;0;575;0;0;0;50;0;0;2;1746;46;1618;44;48;1624;37;1223;25;43;1660;23;2258;26;58;0;100;61;2601;1088;46;1218;32;30;2371;86;1461;112;14;786;73;3060;13;75;12;19;75;2132
KI_0;<3468, 5, 958>;True;306;579;116;90;100;9.12;0;10;1;2109;44;2999;13;14;3612;35;3760;78;16;527;49;2266;45;70;34;0;77;1988;4000;39;1446;20;120;1399;42;3007;53;75;4000;36;1020;94;100;32;24;5;4000
KI_1;<3468, 5, 958>;True;310.4736842105263;481;109.47368421052632;90;111;6.88;11;19;1;2408;37;3361;11;41;1799;38;1274;36;89;1730;5;716;5;75;26;18;15;863;3003;77;4000;5;81;2456;57;2087;27;72;2310;25;1752;34;60;16;5;43;2257
KI_2;<3468, 5, 958>;True;232.82051282051282;803;112.82051282051282;20;100;11.25;0;39;1;1905;76;3768;50;30;1334;5;3927;91;43;855;65;890;10;45;94;32;74;620;1816;99;2868;53;89;3274;28;1755;61;74;1704;94;3675;85;55;30;27;78;2436
KI_3;<3468, 5, 958>;True;314.28571428571428;535;109.28571428571429;90;115;4.04;15;28;1;2396;36;3327;11;41;1751;37;1213;35;89;1623;5;550;5;77;26;17;15;942;2739;58;3772;5;60;2775;64;2488;28;67;2292;19;1678;23;61;23;13;24;1464
KI_4;<3468, 5, 958>;True;285.38461538461536;389;115.38461538461539;70;100;5.01;0;13;1;2294;37;955;35;39;4000;5;4000;25;69;3614;44;449;73;41;18;10;67;1479;3594;73;2996;36;97;2477;40;1814;73;42;3437;39;100;97;103;24;11;62;1880
KI_5;<3468, 5, 958>;True;314;363;114;100;100;4.92;0;10;1;2294;37;955;35;39;4000;5;4000;25;69;3614;44;449;73;41;18;10;67;1479;3594;73;2996;36;97;2477;40;1814;73;42;3437;39;100;97;103;24;11;62;1880
KI_6;<3468, 5, 958>;True;318;479;118;100;100;5.6;0;10;1;1012;80;596;57;63;3924;9;3766;34;63;3584;45;550;72;43;37;17;82;258;3414;66;2660;36;87;2763;42;2576;59;80;3309;42;436;85;99;94;26;35;3812
KI_7;<3468, 5, 958>;True;265.29411764705884;890;115.29411764705883;50;100;17.81;0;17;1;992;48;1931;42;70;3184;32;690;20;33;462;99;3250;13;73;100;0;73;879;2622;77;3084;58;89;1010;51;982;32;47;825;65;2461;26;59;41;63;57;3573
KI_8;<3468, 5, 958>;True;179.61904761904762;1790;117.61904761904762;-60;122;19.89;22;42;1;2961;37;4000;5;37;1266;14;1786;51;42;2073;7;1560;5;62;17;9;21;662;2089;43;2851;10;52;2510;52;3271;52;20;2799;59;2663;70;54;20;11;62;1306
KI_9;<3468, 5, 958>;True;290;580;120;70;100;12.02;0;12;1;2111;43;2990;12;13;4000;29;4000;78;12;491;42;2718;49;76;32;2;48;1341;3500;54;2039;34;116;816;50;2635;73;36;2759;35;1788;80;94;30;13;13;2203
KI_10;<3468, 5, 958>;True;247.6;778;117.6;30;100;7.15;0;25;1;1682;57;2032;31;32;3848;10;3689;35;61;4000;43;100;81;29;38;18;86;100;2762;55;2778;26;51;2539;38;2369;57;48;4000;39;100;101;109;69;18;42;2993
KI_11;<3468, 5, 958>;True;266.66666666666669;381;116.66666666666667;50;100;4.12;0;12;1;593;48;660;42;44;4000;6;4000;43;40;2850;26;1144;45;56;51;44;10;729;1134;67;880;50;54;1829;17;2386;28;79;2820;26;1907;42;56;65;73;7;1177
KI_12;<3468, 5, 958>;True;276.66666666666669;654;116.66666666666667;60;100;8.27;0;18;1;1012;80;596;57;63;3924;9;3766;34;63;3584;45;550;72;43;37;17;82;258;3414;66;2660;36;87;2763;42;2576;59;80;3309;42;436;85;99;94;26;35;3812
KI_13;<3468, 5, 958>;True;300;474;120;80;100;5.82;0;10;1;1012;80;596;57;63;3924;9;3766;34;63;3584;45;550;72;43;37;17;82;258;3414;66;2660;36;87;2763;42;2576;59;80;3309;42;436;85;99;94;26;35;3812
KI_14;<3468, 5, 958>;True;288.33333333333331;667;118.33333333333333;70;100;13.94;0;12;1;2246;41;3131;16;22;3493;39;3392;63;24;323;53;2397;62;44;37;3;68;1872;3833;36;1891;23;111;2282;49;2488;31;63;4000;32;796;95;112;52;22;22;1711
KI_15;<3468, 5, 958>;True;300;357;110;90;100;5.06;0;12;1;2294;37;955;35;39;4000;5;4000;25;69;3614;44;449;73;41;18;10;67;1479;3594;73;2996;36;97;2477;40;1814;73;42;3437;39;100;97;103;24;11;62;1880
KI_16;<3468, 5, 958>;True;310;325;120;90;100;4.8;0;6;1;1012;80;596;57;63;3924;9;3766;34;63;3584;45;550;72;43;37;17;82;258;3414;66;2660;36;87;2763;42;2576;59;80;3309;42;436;85;99;94;26;35;3812
KI_17;<3468, 5, 958>;True;320;466;120;100;100;7.39;0;6;1;801;90;100;66;71;3473;18;2291;36;46;3906;47;100;67;58;39;17;81;127;2796;53;3200;27;61;2676;46;3040;65;94;3490;43;100;86;135;17;11;79;2174
KI_18;<3468, 5, 958>;True;305;390;115;90;100;7.02;0;8;1;2240;39;3290;7;8;3479;18;2360;37;44;1927;48;1368;54;65;35;6;78;1286;4000;36;1520;17;122;3134;21;2407;38;50;4000;32;1277;101;111;32;23;5;3982
KI_19;<3468, 5, 958>;True;293.33333333333331;618;113.33333333333333;80;100;14.75;0;18;1;342;49;738;40;44;1804;5;2154;68;16;752;68;3072;37;35;1;8;51;1281;587;47;801;41;44;1001;14;2906;63;8;4000;15;2891;62;79;51;9;35;814
KI_20;<3468, 5, 958>;True;302.22222222222223;427;112.22222222222223;90;100;3.47;0;18;1;2315;43;2901;23;36;3538;14;3362;39;58;2545;20;1392;27;51;38;12;92;516;1730;59;3143;28;42;3498;13;3251;35;63;2733;22;1242;29;54;57;38;92;722
KI_21;<3468, 5, 958>;True;312.30769230769232;525;112.30769230769231;100;100;8.22;0;13;1;392;41;631;40;43;3504;33;702;28;28;3201;38;967;80;85;24;8;31;100;408;20;2178;70;70;210;16;3712;39;80;3082;41;3607;61;70;0;100;100;441
KI_22;<3468, 5, 958>;True;298;428;118;80;100;4.34;0;10;1;775;44;887;40;42;3891;9;3757;34;62;3581;45;543;71;42;38;19;94;296;1465;49;1353;38;53;1995;29;2776;62;48;3137;49;234;90;103;70;18;35;2395
KI_23;<3468, 5, 958>;True;317.5;307;117.5;100;100;3.85;0;8;1;552;46;646;42;44;4000;6;4000;24;81;3581;45;550;71;42;36;15;74;238;4000;78;3661;34;109;1573;24;2805;61;28;3370;39;445;86;97;69;18;35;2381
KI_24;<3468, 5, 958>;True;316.66666666666669;454;116.66666666666667;100;100;9.36;0;6;1;807;47;1535;36;59;3515;33;696;28;28;2470;50;1767;50;81;47;0;46;306;2044;47;1958;47;43;1876;17;2189;53;25;3187;41;3958;74;64;78;14;65;1421
KI_25;<3468, 5, 958>;True;306;551;116;90;100;11.9;0;10;1;2174;42;3062;14;17;3543;37;3549;69;20;493;49;2287;47;65;36;2;70;1908;4000;38;1042;20;143;1295;42;2988;52;77;1840;45;1828;75;67;32;23;5;3996
KI_26;<3468, 5, 958>;True;304;409;114;90;100;4.5;0;10;1;2648;32;1791;47;22;3994;5;3996;25;68;4000;49;100;83;46;11;14;66;1342;3279;47;2828;49;45;2124;41;1205;71;50;3010;34;598;85;90;34;0;68;1819
KI_27;<3468, 5, 958>;True;312.5;365;112.5;100;100;4.84;0;8;1;2294;37;955;35;39;4000;5;4000;25;69;3614;44;449;73;41;18;10;67;1479;3594;73;2996;36;97;2477;40;1814;73;42;3437;39;100;97;103;24;11;62;1880
KI_28;<3468, 5, 958>;True;304;386;114;90;100;5.32;0;10;1;2294;37;955;35;39;4000;5;4000;25;69;3614;44;449;73;41;18;10;67;1479;3594;73;2996;36;97;2477;40;1814;73;42;3437;39;100;97;103;24;11;62;1880
KI_29;<3468, 5, 958>;True;312.5;302;112.5;100;100;4.56;0;8;1;1465;58;2275;36;44;4000;5;4000;32;77;3282;42;1036;76;28;30;15;82;648;1989;37;3907;15;28;2863;37;2035;52;63;3327;42;383;85;102;39;15;67;2633
KI_30;<3468, 5, 958>;True;310;377;120;90;100;4.78;0;6;1;1012;80;596;57;63;3924;9;3766;34;63;3584;45;550;72;43;37;17;82;258;3414;66;2660;36;87;2763;42;2576;59;80;3309;42;436;85;99;94;26;35;3812
KI_31;<3468, 5, 958>;True;316;675;116;100;100;9.85;0;10;1;2109;44;2999;13;14;3612;35;3760;78;16;527;49;2266;45;70;34;0;77;1988;4000;39;1446;20;120;1399;42;3007;53;75;4000;36;1020;94;100;32;24;5;4000
KI_32;<3468, 5, 958>;True;310;341;120;90;100;5.26;0;6;1;1188;69;1373;47;53;4000;5;4000;33;69;3636;44;433;68;46;34;16;79;386;2034;39;3793;19;32;2772;45;2990;64;89;3412;40;100;77;135;19;12;57;1785
KI_33;<3468, 5, 958>;True;317.5;487;117.5;100;100;11.68;0;8;1;2109;44;2999;13;14;3612;35;3760;78;16;527;49;2266;45;70;34;0;77;1988;4000;39;1446;20;120;1399;42;3007;53;75;4000;36;1020;94;100;32;24;5;4000
KI_34;<3468, 5, 958>;True;307.77777777777777;335;117.77777777777777;90;100;4.69;0;9;1;2294;37;955;35;39;4000;5;4000;25;69;3614;44;449;73;41;18;10;67;1479;3594;73;2996;36;97;2477;40;1814;73;42;3437;39;100;97;103;24;11;62;1880
KI_35;<3468, 5, 958>;True;320;328;120;100;100;5.27;0;6;1;540;50;579;45;47;4000;5;4000;20;88;3586;44;550;72;44;36;15;73;238;1806;52;1554;38;63;3427;50;2471;57;109;3246;44;414;83;100;87;24;35;3421
KI_36;<3468, 5, 958>;True;305;414;115;90;100;5.62;0;12;1;2294;37;955;35;39;4000;5;4000;25;69;3614;44;449;73;41;18;10;67;1479;3594;73;2996;36;97;2477;40;1814;73;42;3437;39;100;97;103;24;11;62;1880
KI_37;<3468, 5, 958>;True;296.66666666666669;529;116.66666666666667;80;100;8.14;0;12;1;766;86;200;58;62;3792;16;3504;30;61;2884;47;950;74;37;36;16;83;238;3309;53;3048;37;82;2867;47;2382;42;70;2956;43;667;84;89;83;24;32;3121
KI_38;<3468, 5, 958>;True;307.5;431;117.5;90;100;5.99;0;8;1;1012;80;596;57;63;3924;9;3766;34;63;3584;45;550;72;43;37;17;82;258;3414;66;2660;36;87;2763;42;2576;59;80;3309;42;436;85;99;94;26;35;3812
KI_39;<3468, 5, 958>;True;283.33333333333331;573;113.33333333333333;70;100;4.47;0;24;1;368;40;573;40;41;3484;10;3616;38;54;3672;31;563;87;78;31;5;22;116;817;61;954;64;62;2610;14;3418;34;65;3393;33;4000;67;75;35;20;82;277
KI_40;<3468, 5, 958>;True;310;326;120;90;100;4.24;0;6;1;775;44;887;40;42;3891;9;3757;34;62;3581;45;543;71;42;38;19;94;296;1465;49;1353;38;53;1995;29;2776;62;48;3137;49;234;90;103;70;18;35;2395
KI_41;<3468, 5, 958>;True;315;458;115;100;100;6.5;0;8;1;1012;80;596;57;63;3924;9;3766;34;63;3584;45;550;72;43;37;17;82;258;3414;66;2660;36;87;2763;42;2576;59;80;3309;42;436;85;99;94;26;35;3812
KI_42;<3468, 5, 958>;True;263.75;516;113.75;50;100;7.68;0;16;1;1012;80;596;57;63;3924;9;3766;34;63;3584;45;550;72;43;37;17;82;258;3414;66;2660;36;87;2763;42;2576;59;80;3309;42;436;85;99;94;26;35;3812
KI_43;<3468, 5, 958>;True;310;357;120;90;100;5.06;0;6;1;1012;80;596;57;63;3924;9;3766;34;63;3584;45;550;72;43;37;17;82;258;3414;66;2660;36;87;2763;42;2576;59;80;3309;42;436;85;99;94;26;35;3812
KI_44;<3468, 5, 958>;True;314;324;114;100;100;6.14;0;10;1;1081;79;682;52;64;4000;5;4000;42;63;4000;24;100;74;40;36;6;35;1000;4000;60;3378;23;95;2588;42;2610;55;78;1980;68;2210;74;69;37;6;35;1075
KI_45;<3468, 5, 958>;True;310;460;120;90;100;9.71;0;6;1;1381;30;2388;36;61;4000;18;2747;48;67;1533;65;2104;63;23;16;87;24;737;2396;21;4000;35;62;1761;64;721;84;26;2435;66;2002;58;51;56;0;100;656
KI_46;<3468, 5, 958>;True;296;644;116;80;100;12.13;0;10;1;2109;44;2999;13;14;3612;35;3760;78;16;527;49;2266;45;70;34;0;77;1988;4000;39;1446;20;120;1399;42;3007;53;75;4000;36;1020;94;100;32;24;5;4000
KI_47;<3468, 5, 958>;True;292;652;112;80;100;9.77;0;20;1;1011;80;596;57;63;3924;9;3766;34;63;3584;45;550;72;43;37;17;82;258;1956;74;1407;48;72;2694;43;2506;60;80;3180;40;382;91;125;100;27;28;4000
KI_48;<3468, 5, 958>;False;-92;651;18;-110;0;50;0;18;2;1012;80;596;57;63;3924;9;3766;34;63;3584;45;550;72;43;37;17;82;258;3414;66;2660;36;87;2763;42;2576;59;80;3309;42;436;85;99;94;26;35;3812
KI_49;<3468, 5, 958>;False;-22;597;5;-40;13;50;13;5;2;2467;39;3538;6;39;1115;26;398;22;90;2261;9;1542;5;63;27;17;17;1134;2368;51;2931;6;76;4000;97;4000;26;46;2444;86;3407;81;47;18;10;47;943
KI_50;<3468, 5, 958>;False;-5;633;6;-20;9;50;9;6;2;2467;39;3538;6;39;1115;26;398;22;90;2261;9;1542;5;63;27;17;17;1134;2368;51;2931;6;76;4000;97;4000;26;46;2444;86;3407;81;47;18;10;47;943
KI_51;<3468, 5, 958>;False;8;772;8;-50;50;50;53;8;2;2428;37;3422;9;40;1205;27;514;23;89;2434;10;1812;5;59;27;17;16;1093;2372;49;2983;6;71;1820;38;1301;35;88;2152;52;2308;49;58;19;11;42;932
KI_52;<3468, 5, 958>;False;-99;912;21;-120;0;50;0;21;2;1381;30;2388;36;61;4000;18;2747;48;67;1533;65;2104;63;23;16;87;24;737;2396;21;4000;35;62;1761;64;721;84;26;2435;66;2002;58;51;56;0;100;656
KI_53;<3468, 5, 958>;False;0;481;0;0;0;50;0;0;2;1026;29;1411;55;51;2034;38;1029;28;54;1439;24;2678;57;22;50;80;73;1394;2393;16;2337;6;59;3820;85;2731;27;32;3176;98;3588;70;71;67;51;18;977
KI_54;<3468, 5, 958>;False;2;515;2;0;0;50;0;2;2;1572;59;2240;32;38;1785;43;1521;42;48;269;72;3853;46;8;55;9;0;655;2494;24;3044;39;38;1654;50;2251;42;43;1676;53;1456;67;54;28;24;24;2870
KI_55;<3468, 5, 958>;False;0;584;0;0;0;50;0;0;2;3578;84;1623;19;47;1732;61;701;64;40;1690;22;2246;27;58;0;95;56;2747;1000;59;760;11;9;2181;73;1431;89;22;3306;41;3614;5;67;4;4;96;1541
KI_56;<3468, 5, 958>;False;0;570;0;0;0;50;0;0;2;240;43;697;33;36;2484;20;1557;50;24;2794;43;1688;89;5;8;10;86;2026;350;45;631;34;39;781;87;198;5;35;3882;32;2917;67;114;93;18;21;969
KI_57;<3468, 5, 958>;False;0;664;0;0;0;50;0;0;2;1166;35;1617;52;49;1601;32;1337;17;44;100;82;2910;16;78;29;49;39;3220;2187;17;2366;14;55;3659;33;1491;90;47;3089;42;2077;28;32;62;46;42;2496
KI_58;<3468, 5, 958>;False;0;463;0;0;0;50;0;0;2;3200;33;2894;8;24;100;40;4000;5;5;627;7;3399;29;26;30;13;18;1054;2207;47;3581;13;45;2126;34;1296;44;78;2574;21;4000;97;15;76;79;78;595
KI_59;<3468, 5, 958>;False;0;542;0;0;0;50;0;0;2;585;43;707;79;27;199;60;1258;71;34;3756;73;1528;84;47;49;30;54;738;2747;62;2615;11;47;755;48;2635;12;9;1001;34;2982;5;27;89;88;1;1735
