Name;Coord;Winner;Fitness;GameTime;Score;deffScore;suppScore;townLifeDeviation;deff-ConquerRadius;deff-AttackMinLife;deff-SupportRadius;deff-SupportMaxCap;deff-SupportMinCap;off-ConquerRadius;off-AttackMinLife;off-SupportRadius;off-SupportMaxCap;off-SupportMinCap;supp-ConquerRadius;supp-AttackMinLife;supp-SupportRadius;supp-SupportMaxCap;supp-SupportMinCap;SupportTownRatio;DeffTownRatio;AtkTownRatio;CategorisationRadius
EA129;<3468, 5, 958>;True;307;496;280;-20;47;2;1417;84;1405;74;20;1773;5;747;39;90;1454;53;2175;61;27;0;0;0;100
EA63;<3468, 5, 958>;False;21;366;40;-20;1;50;2103;53;1255;53;52;1952;5;710;55;84;1650;56;1823;76;35;41;10;61;262
EA55;<3468, 5, 958>;False;121;536;180;-60;1;50;1391;50;2741;36;39;2225;12;892;63;95;557;52;2141;76;14;36;0;77;100
EA43;<3468, 5, 958>;True;349;654;380;-40;9;10.13;1585;49;1669;41;50;1753;9;2442;19;20;1389;44;1957;62;22;57;38;88;215
EA42;<3468, 5, 958>;False;101;497;140;-40;1;50;1649;69;749;35;53;2596;12;1503;52;70;3226;5;458;48;19;44;8;65;626
EA41;<3468, 5, 958>;True;228;304;180;0;48;1.96;2573;35;2185;55;29;2456;5;375;68;78;1835;40;1832;68;33;65;53;100;100
EA26;<3468, 5, 958>;False;181;581;280;-100;1;50;1724;51;2203;42;38;1453;5;542;71;89;3151;8;683;30;9;56;32;83;152
EA187;<3468, 5, 958>;True;709;961;1020;-320;9;10.81;2957;38;3016;92;48;1748;5;123;134;198;1465;43;1917;63;33;65;10;83;532
EA183;<3468, 5, 958>;True;776;948;1200;-430;6;15.49;2054;37;2980;52;29;1450;5;164;94;121;1585;46;1666;50;27;61;45;79;148
EA171;<3468, 5, 958>;True;295;381;260;0;35;2.75;2106;31;2003;53;28;1759;6;992;72;95;1497;44;1754;57;26;62;40;88;364
EA147;<3468, 5, 958>;False;251;1040;500;-250;1;50;2061;62;1887;50;44;1547;5;841;93;147;2396;34;1360;53;21;48;10;61;802
EA161;<3468, 5, 958>;False;21;409;40;-20;1;50;2227;50;1865;44;38;2086;6;1101;68;87;2512;41;1942;64;36;43;33;47;390
EA151;<3468, 5, 958>;False;21;413;40;-20;1;50;698;44;3149;5;36;2042;6;836;65;86;2554;55;2351;65;45;57;43;96;232
EA119;<3468, 5, 958>;False;181;580;260;-80;1;50;1964;52;1693;48;38;2465;10;1456;65;89;2349;37;1554;55;30;49;16;68;570
EA117;<3468, 5, 958>;False;81;473;120;-40;1;50;202;77;2875;16;23;2510;14;1940;41;74;1559;43;388;25;10;73;67;73;135
EA96;<3468, 5, 958>;False;739;1139;1160;-430;9;10.74;2132;31;2033;54;28;1799;6;1093;65;74;1240;50;2003;61;25;56;23;58;524
EA111;<3468, 5, 958>;False;41;502;80;-40;1;50;4000;34;3999;120;58;1714;8;2198;29;35;1540;40;1758;63;32;81;18;82;640
EA87;<3468, 5, 958>;True;856;1025;1300;-450;6;14.76;1482;51;2473;27;39;1417;5;391;78;68;3238;5;334;13;5;62;27;73;377
EA56;<3468, 5, 958>;True;702;906;940;-250;12;8.01;1520;36;1681;47;35;1727;9;3057;7;7;2984;35;800;25;64;57;25;64;347
EA64;<3468, 5, 958>;False;91;458;120;-30;1;50;2281;76;517;17;51;1969;9;1099;67;88;2356;34;1896;66;40;41;12;61;807
EA57;<3468, 5, 958>;True;298;521;280;-10;28;3.45;3567;6;3742;91;23;1705;8;854;82;126;513;65;2705;71;21;64;46;97;318
EA39;<3468, 5, 958>;False;271;752;460;-190;1;50;2091;47;2470;55;31;1397;5;444;84;99;2221;35;1523;58;28;41;31;54;384
EA192;<3468, 5, 958>;True;366;514;420;-70;16;6.1;2660;29;2959;70;31;1503;5;621;84;105;2962;14;669;25;10;49;13;71;372
EA189;<3468, 5, 958>;True;357;516;340;-20;37;2.55;1545;57;1607;48;43;1779;5;169;45;113;1447;52;2154;61;26;0;0;0;100
EA184;<3468, 5, 958>;False;1;549;0;0;1;50;1458;54;1980;27;43;2410;9;914;63;79;2349;34;1592;64;39;38;15;46;749
EA169;<3468, 5, 958>;False;488;1110;780;-310;18;5.36;2033;36;3056;51;28;1681;5;479;86;98;2430;30;1230;51;21;48;18;69;598
EA177;<3468, 5, 958>;False;61;474;100;-40;1;50;1511;42;2660;28;35;1682;5;282;103;124;1563;43;1934;71;26;34;10;42;261
EA172;<3468, 5, 958>;True;388;562;440;-70;18;5.31;2957;38;3016;92;48;1748;5;123;134;198;1465;43;1917;63;33;65;10;83;532
EA157;<3468, 5, 958>;True;470;783;580;-120;10;9;1657;54;1151;36;27;1711;5;358;115;165;1563;44;1885;60;29;64;22;86;461
EA158;<3468, 5, 958>;False;1;549;0;0;1;50;2318;45;2025;45;38;1743;5;1006;69;85;1256;56;2706;59;28;35;11;48;809
EA145;<3468, 5, 958>;False;231;725;360;-130;1;50;3298;26;3665;119;50;1757;5;258;126;184;1751;43;1872;46;21;70;10;91;574
EA148;<3468, 5, 958>;False;181;607;280;-100;1;50;1669;39;1746;48;34;1763;6;1528;49;54;2040;31;1754;89;26;53;20;61;535
EA146;<3468, 5, 958>;True;259;625;280;-30;9;10.59;1824;43;1916;48;30;1752;5;774;74;84;1907;35;1717;75;25;41;12;64;842
EA144;<3468, 5, 958>;False;430;814;500;-160;90;1;3125;35;3027;99;50;1404;5;1504;67;99;1560;43;1901;61;32;55;18;62;542
EA147;<3468, 5, 958>;True;260;349;220;0;40;2.35;1581;40;1888;46;36;1639;5;571;74;75;1638;37;2408;83;15;57;23;92;256
EA143;<3468, 5, 958>;True;175;269;140;0;35;2.74;1881;35;2207;42;34;2688;5;937;67;83;1496;45;1927;61;28;56;26;65;429
EA124;<3468, 5, 958>;True;279;466;280;-20;19;5.13;3263;34;3356;107;52;1729;5;192;124;174;1708;49;2271;56;37;54;10;71;709
EA119;<3468, 5, 958>;True;552;699;660;-130;22;4.27;2708;47;2347;63;34;1719;5;731;76;87;2476;26;1360;61;20;57;23;94;185
EA113;<3468, 5, 958>;False;101;511;140;-40;1;50;2290;40;2431;58;39;2665;10;1593;61;81;1766;48;2173;58;30;52;32;80;100
EA99;<3468, 5, 958>;True;367;526;340;-20;47;1.99;1674;73;1349;64;25;1677;5;370;98;120;1400;43;1898;72;23;28;4;32;147
EA89;<3468, 5, 958>;False;351;746;640;-290;1;50;1678;54;2406;31;41;1437;5;258;86;106;1817;40;1472;44;24;61;22;72;426
EA88;<3468, 5, 958>;True;283;363;240;0;43;2.2;2645;40;2704;77;49;1624;5;393;111;164;3125;27;778;35;28;81;40;100;390
EA68;<3468, 5, 958>;True;186;258;140;0;46;2.05;1930;78;1160;28;45;3720;5;1096;45;56;4000;9;686;47;61;51;28;80;292
EA58;<3468, 5, 958>;False;161;652;260;-100;1;50;3617;11;3775;73;9;1593;6;1437;52;63;3050;11;777;32;10;51;26;82;426
EA43;<3468, 5, 958>;True;233;372;200;0;33;2.87;1903;48;1920;55;31;1753;5;780;74;83;2161;31;1617;80;25;44;11;64;731
EA18;<3468, 5, 958>;True;331;648;380;-60;11;8.61;2283;43;2110;59;35;1684;5;483;86;98;2812;24;1034;52;19;46;13;68;685
EA19;<3468, 5, 958>;True;406;547;460;-70;16;5.94;2762;44;2643;74;47;1697;5;631;86;109;2956;26;925;41;25;51;18;83;315
EA2;<3468, 5, 958>;True;739;938;1040;-310;9;10.28;2687;47;2336;63;34;1720;5;720;77;88;2568;25;1276;54;19;55;21;85;331
EA8;<3468, 5, 958>;False;171;633;300;-130;1;50;3336;12;3571;81;24;1831;6;1878;34;49;1179;34;1436;70;15;67;38;82;291
EA5;<3468, 5, 958>;True;452;605;520;-80;12;7.82;1432;25;1722;41;39;1504;5;597;75;75;2516;20;860;25;11;53;17;70;252
EA3;<3468, 5, 958>;True;384;596;440;-70;14;6.57;2761;39;2952;88;47;1779;6;2004;35;45;2837;22;1280;60;23;69;28;82;381
EA10;<3468, 5, 958>;True;290;427;260;-10;40;2.39;2477;50;2413;71;46;1752;5;243;126;184;1964;37;1692;52;23;59;7;77;663
EA11;<3468, 5, 958>;True;254;359;220;0;34;2.84;2397;45;2685;81;35;1631;5;616;101;151;3309;26;595;29;29;80;39;100;372
EA190;<3468, 5, 958>;True;329;503;340;-40;29;3.32;3680;24;3102;93;35;1833;9;920;84;132;2190;34;1397;54;20;65;49;88;380
EA175;<3468, 5, 958>;False;191;775;340;-150;1;50;2800;31;2357;50;29;1843;5;710;57;95;2465;30;1310;55;22;33;7;47;628
EA180;<3468, 5, 958>;True;285;363;240;0;45;2.09;2467;43;2274;53;35;1739;5;978;70;77;2342;35;1531;67;33;48;13;70;196
EA168;<3468, 5, 958>;True;366;529;380;-50;36;2.65;3012;17;3316;77;27;1668;6;768;61;103;754;54;2382;65;13;75;55;100;363
EA141;<3468, 5, 958>;True;229;431;220;-10;19;4.93;1903;48;1920;55;31;1753;5;780;74;83;2161;31;1617;80;25;44;11;64;731
EA121;<3468, 5, 958>;False;241;764;320;-80;1;50;1867;53;2560;73;17;3502;15;2141;48;76;2522;24;1561;66;26;40;38;48;392
EA118;<3468, 5, 958>;True;351;544;400;-60;11;8.26;2132;31;2033;54;28;1799;6;1093;65;74;1240;50;2003;61;25;56;23;58;524
EA122;<3468, 5, 958>;True;214;316;160;0;54;1.75;2651;45;2888;103;39;1772;5;719;43;95;1857;39;1763;40;18;42;6;54;385
EA98;<3468, 5, 958>;True;434;1192;560;-130;4;23.52;2117;57;1951;50;42;1621;5;777;81;112;1657;49;2237;60;27;45;10;59;842
EA96;<3468, 5, 958>;False;201;863;360;-160;1;50;1554;85;1024;23;43;1804;6;1692;44;49;1515;54;2458;63;34;44;18;56;790
EA78;<3468, 5, 958>;False;687;1225;1200;-520;7;12.83;2355;44;2157;54;35;1780;5;619;79;100;2695;10;1744;70;28;46;13;49;513
EA73;<3468, 5, 958>;False;111;469;140;-30;1;50;1848;58;1278;46;44;2445;5;1024;66;82;3747;7;734;53;21;36;8;53;998
EA63;<3468, 5, 958>;False;251;964;500;-250;1;50;1615;47;1689;41;48;1778;7;1702;44;49;1180;52;2021;60;26;55;20;53;573
EA71;<3468, 5, 958>;True;194;280;160;0;34;2.78;1325;42;2651;28;28;3501;5;1623;40;52;2095;41;2016;78;37;58;21;62;448
EA64;<3468, 5, 958>;False;131;539;180;-50;1;50;2051;53;1408;58;44;2138;5;847;70;96;2777;38;1292;42;52;50;19;76;346
EA20;<3468, 5, 958>;False;221;557;320;-100;1;50;1239;53;2382;17;39;1453;5;515;83;90;3151;9;691;31;10;69;34;100;100
EA28;<3468, 5, 958>;True;240;334;200;0;40;2.35;1826;45;1823;44;30;1959;5;100;98;133;2039;35;490;35;24;50;26;64;347
EA6;<3468, 5, 958>;False;31;424;40;-10;1;50;2280;40;2207;58;34;1834;9;3543;8;10;1109;91;3477;85;47;45;11;61;766
EA195;<3468, 5, 958>;False;1;509;0;0;1;50;1514;69;1233;29;38;1763;5;614;92;114;1788;47;2172;62;32;40;14;47;869
EA161;<3468, 5, 958>;False;331;1212;600;-270;1;50;2254;52;1901;47;39;1736;5;548;87;110;2495;33;1453;66;33;33;7;44;1198
EA167;<3468, 5, 958>;False;589;1115;1020;-450;19;5;1903;48;1920;55;31;1753;5;780;74;83;2161;31;1617;80;25;44;11;64;731
EA178;<3468, 5, 958>;False;201;583;340;-140;1;50;1482;51;2473;27;39;1417;5;391;78;68;3238;5;334;13;5;62;27;73;377
EA174;<3468, 5, 958>;True;500;738;600;-110;10;9.2;2013;42;2262;60;28;1761;6;991;68;79;1719;42;1625;61;25;53;20;63;425
EA133;<3468, 5, 958>;False;181;728;320;-140;1;50;4000;5;3024;27;8;1642;5;789;80;126;567;55;2501;68;37;34;7;44;603
EA128;<3468, 5, 958>;True;409;644;480;-80;9;10.05;3299;10;3500;78;24;1686;5;137;96;155;2275;37;1690;64;30;57;24;57;483
EA125;<3468, 5, 958>;True;264;358;220;0;44;2.15;1826;45;1823;44;30;1959;5;100;98;133;2039;35;490;35;24;50;26;64;347
EA110;<3468, 5, 958>;False;131;617;240;-110;1;50;2181;46;2147;53;44;1628;5;841;80;132;2168;34;1578;57;22;51;17;53;632
EA65;<3468, 5, 958>;True;377;593;380;-30;27;3.51;2319;27;2425;63;34;1814;8;2485;16;18;1531;64;2319;69;32;56;11;100;100
EA50;<3468, 5, 958>;True;540;775;680;-150;10;9.23;1515;74;449;29;56;1727;6;765;72;91;3145;8;574;50;20;47;11;71;502
EA51;<3468, 5, 958>;True;190;483;180;-10;20;4.87;1606;67;1269;26;42;3304;16;1450;36;63;2522;43;1192;70;79;44;21;58;556
EA47;<3468, 5, 958>;True;302;442;280;0;22;4.33;2122;60;1931;73;33;1751;5;109;136;202;1431;43;1907;67;27;51;7;64;392
EA37;<3468, 5, 958>;True;325;589;320;-20;25;3.9;2189;62;1558;31;42;1843;6;1267;61;70;2136;38;1649;41;17;35;7;36;342
EA36;<3468, 5, 958>;True;277;360;240;0;37;2.58;1766;45;1783;58;36;1764;5;100;186;278;2040;35;1496;56;21;57;24;57;484
EA34;<3468, 5, 958>;True;182;325;140;0;42;2.23;2237;46;2184;51;40;1901;5;867;76;87;1534;54;2431;58;32;47;24;75;324
EA12;<3468, 5, 958>;True;240;436;220;0;20;4.86;2355;44;2157;54;35;1780;5;619;79;100;2695;10;1744;70;28;46;13;49;513
EA179;<3468, 5, 958>;True;212;322;160;0;52;1.79;1679;51;2559;89;5;1612;5;840;92;144;2444;30;1433;57;22;46;11;60;781
EA166;<3468, 5, 958>;True;428;650;500;-80;8;11.38;1343;89;927;69;19;1678;5;344;99;121;1525;37;1606;72;20;31;8;40;505
EA162;<3468, 5, 958>;True;213;387;180;0;33;2.93;2122;60;1931;73;33;1751;5;109;136;202;1431;43;1907;67;27;51;7;64;392
EA156;<3468, 5, 958>;True;240;568;260;-30;10;9.88;2063;50;1924;42;27;1756;5;729;84;114;1724;36;633;39;9;41;0;56;929
EA134;<3468, 5, 958>;False;416;735;440;-190;166;0.5;1453;60;1268;32;40;1310;5;443;83;123;1795;41;2080;72;29;53;20;75;401
EA132;<3468, 5, 958>;True;391;591;440;-60;11;8.58;1121;48;2628;21;45;1857;5;496;82;85;2408;34;1540;60;40;52;21;80;317
EA131;<3468, 5, 958>;False;81;526;160;-80;1;50;1964;52;1693;48;38;2465;10;1456;65;89;2349;37;1554;55;30;49;16;68;570
EA107;<3468, 5, 958>;True;807;1093;1120;-320;7;12.99;1903;53;1798;51;38;1713;5;734;80;94;2335;45;1896;54;35;48;14;72;599
EA117;<3468, 5, 958>;True;257;749;260;-10;7;12.41;1725;40;2111;29;28;1763;5;845;87;127;2186;32;1253;35;15;38;0;50;975
EA123;<3468, 5, 958>;True;281;425;240;-10;51;1.85;2089;49;1867;51;38;1809;6;807;76;105;3193;37;721;18;76;52;19;81;319
EA108;<3468, 5, 958>;False;341;710;560;-220;1;50;3263;34;3356;107;52;1729;5;192;124;174;1708;49;2271;56;37;54;10;71;709
EA91;<3468, 5, 958>;False;251;999;480;-230;1;50;1941;43;1895;52;27;1532;5;316;89;127;2056;33;1594;70;24;45;8;58;744
EA94;<3468, 5, 958>;True;143;277;100;0;43;2.21;2935;26;2958;75;30;3607;7;1028;43;48;1117;88;3352;84;47;53;21;79;221
EA60;<3468, 5, 958>;True;378;482;380;-30;28;3.41;2723;41;2939;78;45;1511;5;720;89;126;3014;13;1244;57;25;66;31;90;199
EA41;<3468, 5, 958>;False;181;714;340;-160;1;50;1928;55;1686;46;35;1819;5;1153;68;73;2410;25;1394;79;22;42;11;58;867
EA22;<3468, 5, 958>;False;301;852;460;-160;1;50;1585;49;1669;41;50;1753;9;2442;19;20;1389;44;1957;62;22;57;38;88;215
EA27;<3468, 5, 958>;False;61;512;100;-40;1;50;1391;50;2741;36;39;2225;12;892;63;95;557;52;2141;76;14;36;0;77;100
EA32;<3468, 5, 958>;True;136;212;100;0;36;2.63;1082;63;2235;28;44;3326;5;1135;74;93;1945;37;2068;72;26;52;17;80;340
EA9;<3468, 5, 958>;False;51;447;80;-30;1;50;2755;40;2782;78;42;2847;6;1366;55;64;2157;48;2464;82;42;48;42;89;153
EA193;<3468, 5, 958>;True;256;502;240;0;16;6.13;1206;37;1648;50;28;1847;7;1736;43;48;1472;45;1848;56;23;42;13;40;218
EA181;<3468, 5, 958>;False;392;872;580;-220;32;3;1954;45;1945;55;31;1721;5;556;82;90;2228;30;1589;81;24;48;15;63;673
EA173;<3468, 5, 958>;True;385;711;460;-90;15;6.53;3163;43;1631;19;39;1934;6;417;118;173;2244;33;1488;56;26;54;9;71;667
EA165;<3468, 5, 958>;True;315;474;300;-10;25;3.77;1829;41;1610;48;40;1774;6;1362;56;78;2337;34;1305;49;27;56;23;62;451
EA160;<3468, 5, 958>;True;380;458;380;-40;40;2.39;1104;54;2298;10;38;1603;5;387;104;136;2663;20;1102;36;13;68;35;100;100
EA150;<3468, 5, 958>;False;191;790;320;-130;1;50;1585;49;1669;41;50;1753;9;2442;19;20;1389;44;1957;62;22;57;38;88;215
EA153;<3468, 5, 958>;True;310;523;320;-30;20;4.7;1437;32;1648;46;40;1717;9;2586;14;16;2212;34;1381;54;20;58;25;57;485
EA135;<3468, 5, 958>;False;71;431;120;-50;1;50;1239;53;2382;17;39;1453;5;515;83;90;3151;9;691;31;10;69;34;100;100
EA127;<3468, 5, 958>;False;61;451;100;-40;1;50;1035;43;2294;22;49;2234;5;1011;68;82;2502;34;1445;50;38;50;21;68;522
EA115;<3468, 5, 958>;False;151;608;300;-150;1;50;1815;64;1585;27;39;1433;5;401;78;69;2834;16;817;31;13;59;24;71;452
EA116;<3468, 5, 958>;False;182;532;240;-90;32;3;2600;35;2230;58;28;1247;5;636;85;109;2159;39;1737;65;36;59;36;88;253
EA111;<3468, 5, 958>;True;206;320;160;0;46;2.05;2957;38;3016;92;48;1748;5;123;134;198;1465;43;1917;63;33;65;10;83;532
EA101;<3468, 5, 958>;False;131;628;220;-90;1;50;2011;53;1877;47;49;1678;9;3222;5;5;1775;45;1788;57;29;53;21;58;584
EA72;<3468, 5, 958>;True;617;843;820;-210;7;12.89;2585;41;2425;65;36;1687;5;496;87;104;100;22;1336;114;10;51;33;74;360
EA80;<3468, 5, 958>;True;235;317;200;-10;45;2.12;888;107;1597;71;67;3339;5;509;106;126;2820;26;893;49;30;26;12;29;193
EA62;<3468, 5, 958>;False;51;416;80;-30;1;50;2311;45;2769;57;37;1530;5;746;94;138;2883;18;1701;79;38;62;17;51;635
EA35;<3468, 5, 958>;False;231;840;420;-190;1;50;2233;42;2092;60;31;1792;10;3701;5;5;2312;29;1510;78;24;45;10;61;791
EA30;<3468, 5, 958>;False;385;864;600;-270;55;1.7;2860;46;2400;51;40;1788;6;1302;60;61;2415;35;1508;67;35;51;16;77;375
EA16;<3468, 5, 958>;False;341;1143;680;-340;1;50;2317;39;2159;56;33;1819;10;4000;5;5;2154;52;2242;85;39;45;9;61;786
EA25;<3468, 5, 958>;True;321;569;340;-30;11;8.85;1930;63;1670;58;35;1646;5;693;84;103;787;40;3170;77;17;36;7;44;266
EA7;<3468, 5, 958>;True;355;482;340;-20;35;2.73;689;24;962;24;45;1841;7;2000;34;39;767;57;2139;58;26;65;31;60;216
EA196;<3468, 5, 958>;True;390;554;400;-40;30;3.15;2506;40;2425;69;38;1624;5;516;75;74;2128;38;1708;66;34;57;23;92;249
EA194;<3468, 5, 958>;False;141;543;220;-80;1;50;2355;41;2205;51;39;1761;5;858;80;77;582;69;3431;69;33;36;13;54;1021
EA185;<3468, 5, 958>;True;423;708;520;-110;13;7.47;938;33;1324;35;40;1701;9;2805;5;5;1885;40;1631;56;20;63;41;78;414
EA186;<3468, 5, 958>;True;286;362;260;-10;36;2.64;1959;51;1311;47;29;1665;5;938;86;94;2447;63;2453;76;48;52;40;78;310
EA182;<3468, 5, 958>;True;303;427;280;-20;43;2.2;2254;44;2105;58;35;1671;6;718;74;93;2426;37;1618;68;35;52;16;79;353
EA163;<3468, 5, 958>;True;910;1033;1300;-400;10;9.56;2368;40;2413;58;34;1749;6;924;70;107;2437;37;1489;50;30;51;13;78;276
EA176;<3468, 5, 958>;False;81;548;120;-40;1;50;2151;48;2087;52;37;786;5;202;85;130;1929;51;2069;59;28;50;28;74;387
EA152;<3468, 5, 958>;False;211;590;260;-50;1;50;1095;69;1709;38;31;2849;14;1455;58;77;3450;55;2259;37;64;53;33;83;356
EA109;<3468, 5, 958>;False;141;577;240;-100;1;50;1738;54;1871;52;42;1485;5;500;92;85;1693;63;2437;83;42;47;32;84;304
EA102;<3468, 5, 958>;False;61;554;120;-60;1;50;1911;47;2345;50;35;1225;6;3239;5;5;3216;35;508;11;78;58;24;65;341
EA104;<3468, 5, 958>;True;139;229;100;0;39;2.43;2953;38;3009;91;47;3072;5;924;54;67;2887;38;1712;61;39;42;22;67;278
EA84;<3468, 5, 958>;True;203;382;160;0;43;2.22;1552;48;1611;40;26;1953;5;111;97;132;1539;47;1620;48;28;53;29;66;163
EA87;<3468, 5, 958>;True;181;268;140;-10;51;1.84;524;125;1727;78;76;4000;5;303;127;140;2116;35;1641;63;20;22;11;18;100
EA54;<3468, 5, 958>;False;667;1269;1120;-460;7;13.51;2069;50;2068;52;37;1761;6;931;70;107;2459;37;1445;48;30;48;21;58;669
EA69;<3468, 5, 958>;False;111;600;160;-50;1;50;2146;54;2730;52;34;4000;20;2229;55;99;2287;35;1662;58;32;39;21;53;680
EA77;<3468, 5, 958>;True;215;315;160;0;55;1.7;1734;44;1852;47;41;1559;5;100;127;156;1361;43;1868;72;12;51;22;77;235
EA46;<3468, 5, 958>;True;936;1229;1400;-470;6;16.45;2106;31;2003;53;28;1759;6;992;72;95;1497;44;1754;57;26;62;40;88;364
EA57;<3468, 5, 958>;True;439;688;560;-130;9;10.43;2184;63;1494;28;42;1862;5;1132;66;75;1910;43;1941;47;22;43;19;64;328
EA40;<3468, 5, 958>;True;316;698;340;-30;6;14.24;2948;20;3207;74;28;1694;6;793;65;96;2018;43;1776;57;27;54;28;76;722
EA44;<3468, 5, 958>;True;215;354;200;0;15;6.4;2382;31;2473;72;31;1746;5;811;73;83;2599;27;1394;41;17;43;9;48;289
EA15;<3468, 5, 958>;False;231;831;340;-110;1;50;2146;54;2730;52;34;4000;20;2229;55;99;2287;35;1662;58;32;39;21;53;680
EA13;<3468, 5, 958>;False;141;530;200;-60;1;50;1923;51;2131;53;38;1454;5;684;10;84;2967;76;2862;90;65;29;29;48;264
EA198;<3468, 5, 958>;True;476;660;580;-120;16;5.88;2737;44;2687;74;52;1622;5;511;104;152;3486;21;393;29;25;79;39;99;381
EA199;<3468, 5, 958>;True;313;429;280;-10;43;2.22;2122;60;1931;73;33;1751;5;109;136;202;1431;43;1907;67;27;51;7;64;392
EA183;<3468, 5, 958>;True;348;638;340;-30;38;2.49;1936;40;1952;45;37;1904;5;847;74;103;2858;38;997;29;61;55;23;64;445
EA187;<3468, 5, 958>;True;155;258;120;0;35;2.75;2532;42;2269;60;39;4000;5;100;303;235;1183;51;2228;66;26;55;16;70;524
EA137;<3468, 5, 958>;False;61;416;100;-40;1;50;2229;38;2249;61;38;1722;5;552;82;93;2553;22;1460;88;25;45;13;59;625
EA130;<3468, 5, 958>;True;247;379;240;-10;17;5.53;2199;42;2055;61;29;1704;6;1929;48;62;2716;18;1043;80;21;36;13;54;1026
EA66;<3468, 5, 958>;True;805;1874;1200;-400;5;18.87;1890;67;1386;27;40;1562;5;480;81;85;2303;31;1454;57;24;47;9;64;853
EA93;<3468, 5, 958>;True;151;370;140;-10;21;4.47;1867;53;2560;73;17;3502;15;2141;48;76;2522;24;1561;66;26;40;38;48;392
EA74;<3468, 5, 958>;True;256;374;220;-10;46;2.04;2069;54;1679;51;47;2459;5;635;84;89;1916;47;1680;66;30;53;17;81;208
EA67;<3468, 5, 958>;True;196;352;180;0;16;6.01;2311;56;1865;43;43;1843;6;1269;60;69;2832;30;1035;36;24;26;0;23;332
EA61;<3468, 5, 958>;True;351;540;380;-50;21;4.45;2619;39;2594;74;40;1550;5;400;75;62;1634;41;1805;58;35;56;22;91;258
EA56;<3468, 5, 958>;True;278;611;300;-30;8;11.27;1817;48;1825;45;46;1793;8;2318;24;25;1522;50;2109;56;29;47;22;59;667
EA48;<3468, 5, 958>;True;238;347;200;0;38;2.53;2392;38;2495;71;41;1585;6;1330;74;116;3011;40;500;6;72;56;25;64;336
EA38;<3468, 5, 958>;True;215;369;200;0;15;6.36;2363;33;2447;72;31;1757;5;919;71;81;2264;34;1537;44;17;38;9;44;332
EA33;<3468, 5, 958>;True;285;457;240;0;45;2.09;1937;44;2344;25;32;1887;5;1283;60;63;1626;53;2378;55;43;56;13;99;129
EA26;<3468, 5, 958>;True;266;354;240;0;26;3.67;1851;37;2609;45;33;1704;5;833;73;90;2305;35;1588;45;19;52;27;72;568
EA0;<3468, 5, 958>;False;371;917;640;-270;1;50;2428;36;2246;52;36;1612;5;763;79;103;1956;82;3163;94;58;34;12;50;1151
EA14;<3468, 5, 958>;True;340;580;400;-70;10;9.43;1925;66;1609;57;33;1810;5;1095;67;79;1965;39;1710;47;17;32;5;35;271
EA197;<3468, 5, 958>;True;393;584;460;-90;23;4.09;2319;27;2425;63;34;1814;8;2485;16;18;1531;64;2319;69;32;56;11;100;100
EA188;<3468, 5, 958>;False;161;619;300;-140;1;50;1562;49;1715;39;49;1469;5;623;79;86;628;59;2503;75;27;52;39;83;254
EA164;<3468, 5, 958>;True;369;595;400;-40;9;10.33;2965;40;3030;88;46;1546;6;843;94;148;2902;18;1704;80;39;60;25;63;485
EA154;<3468, 5, 958>;False;311;822;520;-210;1;50;2124;44;2044;56;31;1709;5;414;93;108;1633;39;1807;74;23;44;12;62;725
EA138;<3468, 5, 958>;True;855;1098;1300;-450;5;16.68;2790;43;2755;78;52;1648;5;435;109;158;3136;27;763;35;28;77;36;96;419
EA139;<3468, 5, 958>;True;287;583;320;-40;7;12.53;2054;50;2013;50;40;1684;9;2772;5;11;1735;46;1807;57;30;48;21;57;665
EA142;<3468, 5, 958>;True;300;421;260;0;40;2.37;2111;44;1919;51;32;1576;6;812;89;134;2774;23;1680;76;37;50;14;82;325
EA112;<3468, 5, 958>;False;151;632;260;-110;1;50;2233;42;2092;60;31;1792;10;3701;5;5;2312;29;1510;78;24;45;10;61;791
EA97;<3468, 5, 958>;True;474;773;560;-100;14;6.66;2051;61;1903;50;43;1500;5;761;51;115;3095;85;3201;98;74;37;20;54;512
EA95;<3468, 5, 958>;True;448;701;520;-90;18;5.27;3306;17;3551;83;25;1707;8;2229;22;34;1273;46;1958;58;13;75;55;100;329
EA100;<3468, 5, 958>;True;257;474;260;-20;17;5.69;2362;48;2905;64;37;1660;5;173;129;187;1904;40;1812;49;24;49;17;65;645
EA90;<3468, 5, 958>;False;178;597;240;-100;38;2.49;2641;39;2665;75;47;1189;5;673;81;100;1754;44;2138;77;39;80;39;99;387
EA83;<3468, 5, 958>;True;185;512;200;-30;15;6.3;2813;29;2791;66;30;3540;17;1538;29;53;2928;38;885;69;90;63;45;95;326
EA70;<3468, 5, 958>;False;1;578;0;0;1;50;1647;53;2375;80;9;1632;5;830;90;138;1512;57;2968;70;47;36;10;49;749
EA55;<3468, 5, 958>;True;431;698;460;-50;21;4.49;3619;16;3861;90;22;1834;7;2011;33;38;872;54;2101;58;23;79;65;100;378
EA59;<3468, 5, 958>;True;194;400;180;0;14;6.85;1275;27;1540;44;40;1721;8;2420;19;25;2253;34;1391;52;21;57;24;57;500
EA24;<3468, 5, 958>;False;161;657;300;-140;1;50;1480;75;1089;26;43;1824;5;766;78;84;1436;56;2543;64;36;38;14;55;989
